Code_Run_Date,Bioreactor,Day,Date,IGG--STATE_SP,DAILY_NORMALIZED_FEED--INPUT_REF,IGG--STATE_DATA,VCC--STATE_DATA,VIABILITY--STATE_DATA,LACTATE--STATE_DATA,OSMO--STATE_DATA,DAILY_NORMALIZED_FEED--INPUT_DATA,TEMPERATURE--INPUT_DATA,PH_AT_TEMP--INPUT_DATA,DO--INPUT_DATA,IGG--STATE_PRED,VCC--STATE_PRED,VIABILITY--STATE_PRED,LACTATE--STATE_PRED,OSMO--STATE_PRED,IGG--STATE_EST,VCC--STATE_EST,VIABILITY--STATE_EST,LACTATE--STATE_EST,OSMO--STATE_EST,IGG--STATE_MOD,VCC--STATE_MOD,VIABILITY--STATE_MOD,LACTATE--STATE_MOD,OSMO--STATE_MOD
2024-06-07,MR24-030-802,0,,146.51,0.0035510522951634664,128.0139,12.4,99.2,0.98,317.0,0.0035510522951634664,34,6.973,0.49700000000000005,128.0139,12.4,99.2,0.98,317.0,98.71020361694556,11.971539549435656,99.15821672549727,1.1686171941288799,327.48195020281133,1.0,1.0,1.0,1.0,1.0
2024-06-07,MR24-030-802,1,,509.83,0.00639872110671563,,15.9,98.8,2.93,337.0,0.007662219768603118,34,7.135,0.499,396.4154541702261,15.522556299831471,98.92592420368938,2.50819459229052,321.1753619229864,396.4154541702261,15.522556299831471,98.92592420368936,2.50819459229052,321.1753619229864,1.0,1.0,1.0,1.0,1.0
2024-06-07,MR24-030-802,2,,997.91,0.007022902747635824,,,,,,0.006892748431728551,34,7.2,0.5,865.3325397815321,20.258358816149624,99.11454577952344,2.8300463128189945,303.68972708253744,,,,,,,,,,
2024-06-07,MR24-030-802,3,,1505.08,0.008741297762902583,,,,,,0.00761467811052779,34,7.2,0.5,1463.5999655416565,23.820414474012583,98.9895842437812,2.580690816318541,292.3947118296254,,,,,,,,,,
2024-06-07,MR24-030-802,4,,2119.61,0.010905758407793245,,,,,,0.00978617043688458,34,7.2,0.5,2105.9637413183964,25.070156300681184,98.41943812957525,1.982640153151717,284.7703886427225,,,,,,,,,,
2024-06-07,MR24-030-802,5,,2716.05,0.012962487978863853,,,,,,0.012524643229911772,34,7.2,0.5,2734.8852415529987,24.396744594152413,97.25210935426658,1.3268113885221693,282.63484978011195,,,,,,,,,,
2024-06-07,MR24-030-802,6,,3307.9,0.014546797765397322,,,,,,0.014888649353213882,34,7.2,0.5,3320.894665198585,22.61435696737208,95.53583500796404,0.795432916499306,285.6730836475379,,,,,,,,,,
2024-06-07,MR24-030-802,7,,3888.32,0.015450038568385838,,,,,,0.01627384341257317,34,7.2,0.5,3859.572248332251,20.514427954826562,93.4235647611591,0.4548692144901496,292.3155646157055,,,,,,,,,,
2024-06-07,MR24-030-802,8,,4309.7,0.01496308389521693,,,,,,0.01587029553342252,34,7.2,0.5,4361.4601226920195,18.628371468580887,91.08697902963331,0.28617170731243013,300.66254723658193,,,,,,,,,,
2024-06-07,MR24-030-802,9,,4805.73,0.012512716364576501,,,,,,0.013211349997875096,34,7.2,0.5,4839.734884365888,17.15655233896103,88.66696626018418,0.22662304802889985,309.05669068337016,,,,,,,,,,
2024-06-07,MR24-030-802,10,,5302.42,0.008660083254353995,,,,,,0.00902039474952874,34,7.2,0.5,5299.4942071620835,16.018606535165038,86.25896098124646,0.20692228486344735,316.3207497702133,,,,,,,,,,
2024-06-07,MR24-030-802,11,,5791.69,0.004500000000000004,,,,,,0.0045,34,7.2,0.5,5734.098210237831,14.99830645435438,83.9144121858222,0.17775562114476243,321.8756693890033,,,,,,,,,,
2024-06-07,MR24-030-802,12,,6118.18,0.0,,,,,,0.0,34,7.2,0.5,6128.9675911466475,13.897730339031863,81.65141346372093,0.12018147589421047,325.70637603025745,,,,,,,,,,
