Code_Run_Date,Bioreactor,Day,Date,IGG--STATE_SP,DAILY_NORMALIZED_FEED--INPUT_REF,IGG--STATE_DATA,VCC--STATE_DATA,VIABILITY--STATE_DATA,LACTATE--STATE_DATA,OSMO--STATE_DATA,PCO2_AT_TEMP--STATE_DATA,DAILY_NORMALIZED_FEED--INPUT_DATA,TEMPERATURE--INPUT_DATA,PH_SETPOINT--INPUT_DATA,DO--INPUT_DATA,IGG--STATE_PRED,VCC--STATE_PRED,VIABILITY--STATE_PRED,LACTATE--STATE_PRED,OSMO--STATE_PRED,PCO2_AT_TEMP--STATE_PRED,IGG--STATE_EST,VCC--STATE_EST,VIABILITY--STATE_EST,LACTATE--STATE_EST,OSMO--STATE_EST,PCO2_AT_TEMP--STATE_EST,IGG--STATE_MOD,VCC--STATE_MOD,VIABILITY--STATE_MOD,LACTATE--STATE_MOD,OSMO--STATE_MOD,PCO2_AT_TEMP--STATE_MOD
2/22/2024,4,4,,2119.61,0.008,,,,,,,0.008,34,7.2,0.5,2552.01618,24.39161917,96.41630938,0.641119848,307.9367494,34.83301453,,,,,,,,,,,,
2/22/2024,5,4,,2119.61,0.008,,,,,,,0.008,34,7.2,0.5,2552.648714,24.33351097,96.51434342,0.783798615,307.8165895,34.84683784,,,,,,,,,,,,
2/22/2024,6,4,,2119.61,0.008,,,,,,,0.008,34,7.2,0.5,2769.275771,24.03075713,97.63246815,1.204376028,306.8520039,37.71001549,,,,,,,,,,,,
2/22/2024,7,4,,2119.61,0.008,,,,,,,0.008,34,7.2,0.5,2533.545751,24.32200352,96.50703094,0.965648755,307.7192474,34.56451778,,,,,,,,,,,,
2/22/2024,8,4,,2119.61,0.008,,,,,,,0.008,34,7.2,0.5,2624.718042,24.17472415,96.97182728,1.077714103,307.4289651,35.70912244,,,,,,,,,,,,
2/22/2024,9,4,,2119.61,0.008,,,,,,,0.008,34,7.2,0.5,2553.551144,24.37331329,96.9460822,1.00058189,307.9233034,34.83701128,,,,,,,,,,,,
2/22/2024,10,4,,2119.61,0.008,,,,,,,0.008,34,7.2,0.5,2523.095689,24.41377025,96.78539879,0.972316553,307.9328803,34.53193576,,,,,,,,,,,,
2/22/2024,11,4,,2119.61,0.008,,,,,,,0.008,34,7.2,0.5,2544.222326,24.26711028,96.62869788,1.142096003,307.598577,34.59800748,,,,,,,,,,,,
2/22/2024,12,4,,2119.61,0.008,,,,,,,0.008,34,7.2,0.5,2619.627175,24.14699818,96.99697758,1.286104296,307.3263299,35.50917423,,,,,,,,,,,,
2/22/2024,13,4,,2119.61,0.008,,,,,,,0.008,34,7.2,0.5,2555.380108,23.98766335,96.64269392,1.423782511,307.3356428,34.4861005,,,,,,,,,,,,
