Code_Run_Date,Bioreactor,Day,Date,IGG--STATE_SP,CUMULATIVE_NORMALIZED_FEED--INPUT_REF,IGG--STATE_DATA,VCC--STATE_DATA,VIABILITY--STATE_DATA,LACTATE--STATE_DATA,OSMO--STATE_DATA,PCO2_AT_TEMP--STATE_DATA,CUMULATIVE_NORMALIZED_FEED--INPUT_DATA,TEMPERATURE--INPUT_DATA,PH_SETPOINT--INPUT_DATA,DO--INPUT_DATA,IGG--STATE_PRED,VCC--STATE_PRED,VIABILITY--STATE_PRED,LACTATE--STATE_PRED,OSMO--STATE_PRED,PCO2_AT_TEMP--STATE_PRED,IGG--STATE_EST,VCC--STATE_EST,VIABILITY--STATE_EST,LACTATE--STATE_EST,OSMO--STATE_EST,PCO2_AT_TEMP--STATE_EST,IGG--STATE_MOD,VCC--STATE_MOD,VIABILITY--STATE_MOD,LACTATE--STATE_MOD,OSMO--STATE_MOD,PCO2_AT_TEMP--STATE_MOD
2/22/2024,22,0,,146.51,0,158.35,13.47,98.72,1.08,318,38.5,0,34,7.2,0.5,158.35,13.47,98.72,1.08,318,38.5,158.35,13.47,98.72,1.08,318,38.5,1,1,1,1,1,1
2/22/2024,23,0,,146.51,0,158.35,13.96,98.51,1.09,316,38.8,0,34,7.2,0.5,158.35,13.96,98.51,1.09,316,38.8,158.35,13.96,98.51,1.09,316,38.8,1,1,1,1,1,1
2/22/2024,24,0,,146.51,0,158.35,14.02,98.49,1.12,318,40.6,0,34,7.2,0.5,158.35,14.02,98.49,1.12,318,40.6,158.35,14.02,98.49,1.12,318,40.6,1,1,1,1,1,1
2/22/2024,1,1,,509.83,0.0045,,,,,,,0.0036,34,7.2,0.5,898.2465253,22.33685569,98.88405574,1.172601796,302.1992827,25.34964926,898.2465253,22.33685569,98.88405574,1.172601796,302.1992827,25.34964926,,,,,,
2/22/2024,2,1,,509.83,0.0045,,,,,,,0.0024,34,7.2,0.5,1120.649968,20.05622923,100.0000803,1.404634572,298.9518709,19.62842369,1120.649968,20.05622923,100.0000803,1.404634572,298.9518709,19.62842369,,,,,,
2/22/2024,3,1,,509.83,0.0045,,,,,,,0.0024,34,7.2,0.5,1131.817439,19.63020239,100.2733257,1.548609729,297.2845875,20.03464421,1131.817439,19.63020239,100.2733257,1.548609729,297.2845875,20.03464421,,,,,,
2/22/2024,4,1,,509.83,0.0045,,,,,,,0.0036,34,7.2,0.5,891.7189117,21.58477911,98.69773652,1.325158426,303.3213831,25.99030915,891.7189117,21.58477911,98.69773652,1.325158426,303.3213831,25.99030915,,,,,,
2/22/2024,5,1,,509.83,0.0045,,,,,,,0.0036,34,7.2,0.5,887.995562,21.19029306,98.85694147,1.383706486,303.3307555,26.77652149,887.995562,21.19029306,98.85694147,1.383706486,303.3307555,26.77652149,,,,,,
2/22/2024,6,1,,509.83,0.0045,,,,,,,0.0024,34,7.2,0.5,1093.210165,19.09197446,100.1536871,1.621337321,299.3705704,21.92530566,1093.210165,19.09197446,100.1536871,1.621337321,299.3705704,21.92530566,,,,,,
2/22/2024,7,1,,509.83,0.0045,,,,,,,0.0036,34,7.2,0.5,867.3548241,20.95315866,98.98312301,1.497443303,303.1731231,28.04399378,867.3548241,20.95315866,98.98312301,1.497443303,303.1731231,28.04399378,,,,,,
