Code_Execution_Date,Bioreactor,Day,Date,VOLUME_L,IGG--STATE_SP,NORMALIZED_BOLUS_FEED--INPUT_REF,TEMPERATURE_SETPOINT--INPUT_REF,PH_SETPOINT--INPUT_REF,IGG--STATE_DATA,VCC--STATE_DATA,VIABILITY--STATE_DATA,GLUTAMATE--STATE_DATA,AMMONIUM--STATE_DATA,NORMALIZED_BOLUS_FEED--INPUT_DATA,TEMPERATURE_SETPOINT--INPUT_DATA,PH_SETPOINT--INPUT_DATA,IGG--STATE_PRED,VCC--STATE_PRED,VIABILITY--STATE_PRED,GLUTAMATE--STATE_PRED,AMMONIUM--STATE_PRED,IGG--STATE_EST,VCC--STATE_EST,VIABILITY--STATE_EST,GLUTAMATE--STATE_EST,AMMONIUM--STATE_EST,IGG--STATE_MOD,VCC--STATE_MOD,VIABILITY--STATE_MOD,GLUTAMATE--STATE_MOD,AMMONIUM--STATE_MOD,NORMALIZED_BOLUS_FEED--CONSTRAINT,TEMPERATURE_SETPOINT--CONSTRAINT,PH_SETPOINT--CONSTRAINT
2026-01-13,FER027,0,2025-11-21 10:26:46.409000-05:00,710.5301574103,21.05,0.0,36.5,7.1,22.4,0.59,98.3,2.79,0.48,0.0,36.5,7.0999999046,22.4,0.59,98.3,2.79,0.48,22.399999999999995,0.59,98.3,2.79,0.48000000000000004,2.129638687620172e-15,0.0,0.0,0.0,-3.2189251264469476e-17,"[0.0, 0.03]","[35.5, 37.5]","[6.95, 7.25]"
2026-01-13,FER027,1,,740.0,33.38678571,0.0,36.5,7.1,,,,,,0.0,36.5,7.1,,,,,,,,,,,,,,,,"[0.0, 0.03]","[35.5, 37.5]","[6.95, 7.25]"
2026-01-13,FER027,2,,740.0,60.40071429,0.0,36.5,7.1,,,,,,0.0,36.5,7.1,,,,,,,,,,,,,,,,"[0.0, 0.03]","[35.5, 37.5]","[6.95, 7.25]"
2026-01-13,FER027,3,,740.0,122.9070408,0.05344585,36.5,7.1,,,,,,7.222412162162163e-08,36.5,7.1,,,,,,,,,,,,,,,,"[0.0, 0.03]","[35.5, 37.5]","[6.95, 7.25]"
2026-01-13,FER027,4,,740.0,236.8946939,0.0,36.5,7.1,,,,,,0.0,36.5,7.1,,,,,,,,,,,,,,,,"[0.0, 0.03]","[35.5, 37.5]","[6.95, 7.25]"
2026-01-13,FER027,5,,740.0,423.577551,0.051855899999999996,36.5,7.1,,,,,,7.007554054054053e-08,36.5,7.1,,,,,,,,,,,,,,,,"[0.0, 0.03]","[35.5, 37.5]","[6.95, 7.25]"
2026-01-13,FER027,6,,740.0,738.8046939,0.0,36.5,7.1,,,,,,0.0,36.5,7.1,,,,,,,,,,,,,,,,"[0.0, 0.03]","[35.5, 37.5]","[6.95, 7.25]"
2026-01-13,FER027,7,,740.0,1098.795,0.05025125,36.5,7.1,,,,,,6.790709459459459e-08,36.5,7.1,,,,,,,,,,,,,,,,"[0.0, 0.03]","[35.5, 37.5]","[6.95, 7.25]"
2026-01-13,FER027,8,,740.0,1576.804082,0.0,36.5,7.1,,,,,,0.0,36.5,7.1,,,,,,,,,,,,,,,,"[0.0, 0.03]","[35.5, 37.5]","[6.95, 7.25]"
2026-01-13,FER027,9,,740.0,1964.336939,0.04869797000000001,36.5,7.1,,,,,,6.580806756756758e-08,36.5,7.1,,,,,,,,,,,,,,,,"[0.0, 0.03]","[35.5, 37.5]","[6.95, 7.25]"
2026-01-13,FER027,10,,740.0,2359.913265,0.0,36.5,7.1,,,,,,0.0,36.5,7.1,,,,,,,,,,,,,,,,"[0.0, 0.03]","[35.5, 37.5]","[6.95, 7.25]"
2026-01-13,FER027,11,,740.0,2619.449388,0.047106659999999995,36.5,7.1,,,,,,6.365764864864864e-08,36.5,7.1,,,,,,,,,,,,,,,,"[0.0, 0.03]","[35.5, 37.5]","[6.95, 7.25]"
2026-01-13,FER027,12,,740.0,2907.418776,0.0,36.5,7.1,,,,,,0.0,36.5,7.1,,,,,,,,,,,,,,,,"[0.0, 0.03]","[35.5, 37.5]","[6.95, 7.25]"
2026-01-13,FER027,13,,740.0,3101.575408,0.0,36.5,7.1,,,,,,0.0,36.5,7.1,,,,,,,,,,,,,,,,"[0.0, 0.03]","[35.5, 37.5]","[6.95, 7.25]"
2026-01-13,FER027,14,,740.0,3295.191429,0.0,36.5,7.1,,,,,,0.0,36.5,7.1,,,,,,,,,,,,,,,,"[0.0, 0.03]","[35.5, 37.5]","[6.95, 7.25]"
