Code_Execution_Date,Bioreactor,Day,Date,VOLUME_L,IGG--STATE_SP,NORMALIZED_BOLUS_FEED--INPUT_REF,TEMPERATURE_SETPOINT--INPUT_REF,PH_SETPOINT--INPUT_REF,IGG--STATE_DATA,VCC--STATE_DATA,VIABILITY--STATE_DATA,GLUTAMATE--STATE_DATA,AMMONIUM--STATE_DATA,NORMALIZED_BOLUS_FEED--INPUT_DATA,TEMPERATURE_SETPOINT--INPUT_DATA,PH_SETPOINT--INPUT_DATA,IGG--STATE_PRED,VCC--STATE_PRED,VIABILITY--STATE_PRED,GLUTAMATE--STATE_PRED,AMMONIUM--STATE_PRED,IGG--STATE_EST,VCC--STATE_EST,VIABILITY--STATE_EST,GLUTAMATE--STATE_EST,AMMONIUM--STATE_EST,IGG--STATE_MOD,VCC--STATE_MOD,VIABILITY--STATE_MOD,GLUTAMATE--STATE_MOD,AMMONIUM--STATE_MOD,NORMALIZED_BOLUS_FEED--CONSTRAINT,TEMPERATURE_SETPOINT--CONSTRAINT,PH_SETPOINT--CONSTRAINT
2026-01-14,FER027,0,2025-11-21 10:26:46.409000-05:00,710.5301574103,21.05,0.0,36.60843277,7.0999999046,22.4,0.59,98.3,2.79,0.48,0.0,36.60843277,7.0999999046,22.4,0.59,98.3,2.79,0.48,22.4,0.59,98.3,2.79,0.48,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.03]","[35.5, 37.5]","[6.95, 7.25]"
2026-01-14,FER027,1,2025-11-22 11:24:33.632000-05:00,738.1,33.38678571,0.0,36.5,7.1,38.1,1.14,98.4,2.93,0.72,0.0,37.20703125,7.105,38.1,1.14,98.4,2.93,0.72,64.3872,0.9560892268109319,97.61360786526478,3.1677013827515634,1.7296650954854627,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.03]","[35.5, 37.5]","[6.95, 7.25]"
2026-01-14,FER027,2,,740.0,60.40071429,0.0,36.5,7.1,,,,,,0.0,36.5,7.1,64.3872,1.7357615782223341,97.7514795660837,3.199657423385861,1.8219846405629987,,,,,,,,,,,"[0.0, 0.03]","[35.5, 37.5]","[6.95, 7.25]"
2026-01-14,FER027,3,,740.0,122.9070408,7.222412162162163e-08,36.5,7.1,,,,,,9.760016435354274e-14,36.5,7.1,101.37648746315962,2.657894954567165,97.41312884472876,3.4721305526106145,2.5240916253801005,,,,,,,,,,,"[0.0, 0.03]","[35.5, 37.5]","[6.95, 7.25]"
2026-01-14,FER027,4,,740.0,236.8946939,0.0,36.5,7.1,,,,,,0.0,36.5,7.1,170.16401959160726,3.8392432616141425,97.20015966822791,3.6737845563111975,2.9401937947401535,,,,,,,,,,,"[0.0, 0.03]","[35.5, 37.5]","[6.95, 7.25]"
2026-01-14,FER027,5,,740.0,423.577551,7.007554054054053e-08,36.5,7.1,,,,,,9.469667640613586e-14,36.5,7.1,287.6087106633407,5.009703421999811,96.87796317287187,3.922202966067656,3.219503388763019,,,,,,,,,,,"[0.0, 0.03]","[35.5, 37.5]","[6.95, 7.25]"
2026-01-14,FER027,6,,740.0,738.8046939,0.0,36.5,7.1,,,,,,0.0,36.5,7.1,448.63309511785417,6.0278276341913655,96.3471175471105,4.18865049095201,3.4640141749260205,,,,,,,,,,,"[0.0, 0.03]","[35.5, 37.5]","[6.95, 7.25]"
2026-01-14,FER027,7,,740.0,1098.795,6.790709459459459e-08,36.5,7.1,,,,,,9.176634404674944e-14,36.5,7.1,643.0384927073658,6.821669243310145,95.5737407985264,4.447027299118514,3.7253682372439303,,,,,,,,,,,"[0.0, 0.03]","[35.5, 37.5]","[6.95, 7.25]"
2026-01-14,FER027,8,,740.0,1576.804082,0.0,36.5,7.1,,,,,,0.0,36.5,7.1,858.7997431711995,7.365205754752381,94.5645027651508,4.678339537059079,4.022308905633677,,,,,,,,,,,"[0.0, 0.03]","[35.5, 37.5]","[6.95, 7.25]"
2026-01-14,FER027,9,,740.0,1964.336939,6.580806756756758e-08,36.5,7.1,,,,,,8.892982103725348e-14,36.5,7.1,1083.8849599084097,7.661969806239105,93.34986326780023,4.869689204681556,4.3537034911047385,,,,,,,,,,,"[0.0, 0.03]","[35.5, 37.5]","[6.95, 7.25]"
