Bioreactor,Day,Date,Variable,Value
FER027,13,2025-12-04 09:28:47.458000-05:00,AMMONIUM--STATE_MOD,0.07456326179479701
FER027,14,2025-12-05 10:37:26.846000-05:00,AMMONIUM--STATE_MOD,0.15305478844736065
FER027,0,2025-11-21 10:26:46.409000-05:00,NORMALIZED_BOLUS_FEED--CONSTRAINT,"[0.0, 0.03]"
FER027,1,2025-11-22 11:24:33.632000-05:00,NORMALIZED_BOLUS_FEED--CONSTRAINT,"[0.0, 0.03]"
FER027,2,2025-11-23 08:14:12.847000-05:00,NORMALIZED_BOLUS_FEED--CONSTRAINT,"[0.0, 0.03]"
FER027,3,2025-11-24 08:55:09.795000-05:00,NORMALIZED_BOLUS_FEED--CONSTRAINT,"[0.0, 0.03]"
FER027,4,2025-11-25 08:31:34.685000-05:00,NORMALIZED_BOLUS_FEED--CONSTRAINT,"[0.0, 0.03]"
FER027,5,2025-11-26 08:34:55.952000-05:00,NORMALIZED_BOLUS_FEED--CONSTRAINT,"[0.0, 0.03]"
FER027,6,2025-11-27 09:21:32.920000-05:00,NORMALIZED_BOLUS_FEED--CONSTRAINT,"[0.0, 0.03]"
FER027,7,2025-11-28 09:04:34.734000-05:00,NORMALIZED_BOLUS_FEED--CONSTRAINT,"[0.0, 0.03]"
FER027,8,2025-11-29 08:39:21.272000-05:00,NORMALIZED_BOLUS_FEED--CONSTRAINT,"[0.0, 0.03]"
FER027,9,2025-11-30 08:54:44.671000-05:00,NORMALIZED_BOLUS_FEED--CONSTRAINT,"[0.0, 0.03]"
FER027,10,2025-12-01 08:42:53.649000-05:00,NORMALIZED_BOLUS_FEED--CONSTRAINT,"[0.0, 0.03]"
FER027,11,2025-12-02 08:44:36.569000-05:00,NORMALIZED_BOLUS_FEED--CONSTRAINT,"[0.0, 0.03]"
FER027,12,2025-12-03 08:59:56.904000-05:00,NORMALIZED_BOLUS_FEED--CONSTRAINT,"[0.0, 0.03]"
FER027,13,2025-12-04 09:28:47.458000-05:00,NORMALIZED_BOLUS_FEED--CONSTRAINT,"[0.0, 0.03]"
FER027,14,2025-12-05 10:37:26.846000-05:00,NORMALIZED_BOLUS_FEED--CONSTRAINT,"[0.0, 0.03]"
FER027,0,2025-11-21 10:26:46.409000-05:00,TEMPERATURE_SETPOINT--CONSTRAINT,"[35.5, 37.5]"
FER027,1,2025-11-22 11:24:33.632000-05:00,TEMPERATURE_SETPOINT--CONSTRAINT,"[35.5, 37.5]"
FER027,2,2025-11-23 08:14:12.847000-05:00,TEMPERATURE_SETPOINT--CONSTRAINT,"[35.5, 37.5]"
FER027,3,2025-11-24 08:55:09.795000-05:00,TEMPERATURE_SETPOINT--CONSTRAINT,"[35.5, 37.5]"
FER027,4,2025-11-25 08:31:34.685000-05:00,TEMPERATURE_SETPOINT--CONSTRAINT,"[35.5, 37.5]"
FER027,5,2025-11-26 08:34:55.952000-05:00,TEMPERATURE_SETPOINT--CONSTRAINT,"[35.5, 37.5]"
FER027,6,2025-11-27 09:21:32.920000-05:00,TEMPERATURE_SETPOINT--CONSTRAINT,"[35.5, 37.5]"
FER027,7,2025-11-28 09:04:34.734000-05:00,TEMPERATURE_SETPOINT--CONSTRAINT,"[35.5, 37.5]"
FER027,8,2025-11-29 08:39:21.272000-05:00,TEMPERATURE_SETPOINT--CONSTRAINT,"[35.5, 37.5]"
FER027,9,2025-11-30 08:54:44.671000-05:00,TEMPERATURE_SETPOINT--CONSTRAINT,"[35.5, 37.5]"
FER027,10,2025-12-01 08:42:53.649000-05:00,TEMPERATURE_SETPOINT--CONSTRAINT,"[35.5, 37.5]"
FER027,11,2025-12-02 08:44:36.569000-05:00,TEMPERATURE_SETPOINT--CONSTRAINT,"[35.5, 37.5]"
FER027,12,2025-12-03 08:59:56.904000-05:00,TEMPERATURE_SETPOINT--CONSTRAINT,"[35.5, 37.5]"
FER027,13,2025-12-04 09:28:47.458000-05:00,TEMPERATURE_SETPOINT--CONSTRAINT,"[35.5, 37.5]"
FER027,14,2025-12-05 10:37:26.846000-05:00,TEMPERATURE_SETPOINT--CONSTRAINT,"[35.5, 37.5]"
FER027,0,2025-11-21 10:26:46.409000-05:00,PH_SETPOINT--CONSTRAINT,"[6.95, 7.25]"
FER027,1,2025-11-22 11:24:33.632000-05:00,PH_SETPOINT--CONSTRAINT,"[6.95, 7.25]"
FER027,2,2025-11-23 08:14:12.847000-05:00,PH_SETPOINT--CONSTRAINT,"[6.95, 7.25]"
FER027,3,2025-11-24 08:55:09.795000-05:00,PH_SETPOINT--CONSTRAINT,"[6.95, 7.25]"
FER027,4,2025-11-25 08:31:34.685000-05:00,PH_SETPOINT--CONSTRAINT,"[6.95, 7.25]"
FER027,5,2025-11-26 08:34:55.952000-05:00,PH_SETPOINT--CONSTRAINT,"[6.95, 7.25]"
FER027,6,2025-11-27 09:21:32.920000-05:00,PH_SETPOINT--CONSTRAINT,"[6.95, 7.25]"
FER027,7,2025-11-28 09:04:34.734000-05:00,PH_SETPOINT--CONSTRAINT,"[6.95, 7.25]"
FER027,8,2025-11-29 08:39:21.272000-05:00,PH_SETPOINT--CONSTRAINT,"[6.95, 7.25]"
FER027,9,2025-11-30 08:54:44.671000-05:00,PH_SETPOINT--CONSTRAINT,"[6.95, 7.25]"
FER027,10,2025-12-01 08:42:53.649000-05:00,PH_SETPOINT--CONSTRAINT,"[6.95, 7.25]"
FER027,11,2025-12-02 08:44:36.569000-05:00,PH_SETPOINT--CONSTRAINT,"[6.95, 7.25]"
FER027,12,2025-12-03 08:59:56.904000-05:00,PH_SETPOINT--CONSTRAINT,"[6.95, 7.25]"
FER027,13,2025-12-04 09:28:47.458000-05:00,PH_SETPOINT--CONSTRAINT,"[6.95, 7.25]"
FER027,14,2025-12-05 10:37:26.846000-05:00,PH_SETPOINT--CONSTRAINT,"[6.95, 7.25]"
