Code_Execution_Date,Bioreactor,Day,Date,VOLUME_L,IGG--STATE_SP,NORMALIZED_BOLUS_FEED--INPUT_REF,TEMPERATURE_SETPOINT--INPUT_REF,PH_SETPOINT--INPUT_REF,IGG--STATE_DATA,VCC--STATE_DATA,VIABILITY--STATE_DATA,GLUTAMATE--STATE_DATA,AMMONIUM--STATE_DATA,NORMALIZED_BOLUS_FEED--INPUT_DATA,TEMPERATURE_SETPOINT--INPUT_DATA,PH_SETPOINT--INPUT_DATA,IGG--STATE_PRED,VCC--STATE_PRED,VIABILITY--STATE_PRED,GLUTAMATE--STATE_PRED,AMMONIUM--STATE_PRED,IGG--STATE_EST,VCC--STATE_EST,VIABILITY--STATE_EST,GLUTAMATE--STATE_EST,AMMONIUM--STATE_EST,IGG--STATE_MOD,VCC--STATE_MOD,VIABILITY--STATE_MOD,GLUTAMATE--STATE_MOD,AMMONIUM--STATE_MOD,NORMALIZED_BOLUS_FEED--CONSTRAINT,TEMPERATURE_SETPOINT--CONSTRAINT,PH_SETPOINT--CONSTRAINT
2026-01-14,FER027,0,2025-11-21 10:26:46.409000-05:00,710.5301574103,21.05,0.0,36.5,7.1,22.4,0.59,98.3,2.79,0.48,0.0,36.60843277,7.0999999046,22.399999999999995,0.59,98.3,2.79,0.48000000000000004,22.399999999999995,0.59,98.3,2.79,0.48000000000000004,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.03]","[35.5, 37.5]","[6.95, 7.25]"
2026-01-14,FER027,1,,740.0,33.38678571,0.0,36.5,7.1,,,,,,0.0,36.5,7.1,64.3872,0.9560892268109319,97.61360786526478,3.1677013827515634,1.7296650954854627,,,,,,,,,,,"[0.0, 0.03]","[35.5, 37.5]","[6.95, 7.25]"
2026-01-14,FER027,2,,740.0,60.40071429,0.0,36.5,7.1,,,,,,0.0,36.5,7.1,64.3872,1.9290475339171826,97.3905441221109,3.3402304730278725,2.4810039422083947,,,,,,,,,,,"[0.0, 0.03]","[35.5, 37.5]","[6.95, 7.25]"
2026-01-14,FER027,3,,740.0,122.9070408,0.05344585,36.5,7.1,,,,,,7.222412162162163e-08,36.5,7.1,104.44579068413958,3.2094202992865775,97.31491387831804,3.5295089057639615,2.8901244325936926,,,,,,,,,,,"[0.0, 0.03]","[35.5, 37.5]","[6.95, 7.25]"
2026-01-14,FER027,4,,740.0,236.8946939,0.0,36.5,7.1,,,,,,0.0,36.5,7.1,199.55078787711957,4.512396778780691,97.14269438980503,3.7796031117751663,3.1405515803453476,,,,,,,,,,,"[0.0, 0.03]","[35.5, 37.5]","[6.95, 7.25]"
2026-01-14,FER027,5,,740.0,423.577551,0.051855899999999996,36.5,7.1,,,,,,7.007554054054053e-08,36.5,7.1,345.3719835215882,5.673577182353228,96.75445035102682,4.058079752224923,3.3503306500351413,,,,,,,,,,,"[0.0, 0.03]","[35.5, 37.5]","[6.95, 7.25]"
2026-01-14,FER027,6,,740.0,738.8046939,0.0,36.5,7.1,,,,,,0.0,36.5,7.1,531.5528700842586,6.606352839296302,96.10475134147086,4.335615149846444,3.580644679294616,,,,,,,,,,,"[0.0, 0.03]","[35.5, 37.5]","[6.95, 7.25]"
2026-01-14,FER027,7,,740.0,1098.795,0.05025125,36.5,7.1,,,,,,6.790709459459459e-08,36.5,7.1,745.3832188157259,7.275925054173666,95.19453768493682,4.590579347757102,3.8552770777452268,,,,,,,,,,,"[0.0, 0.03]","[35.5, 37.5]","[6.95, 7.25]"
2026-01-14,FER027,8,,740.0,1576.804082,0.0,36.5,7.1,,,,,,0.0,36.5,7.1,973.8697488819041,7.681187719620892,94.05246211291403,4.8079733495239365,4.175145416509327,,,,,,,,,,,"[0.0, 0.03]","[35.5, 37.5]","[6.95, 7.25]"
2026-01-14,FER027,9,,740.0,1964.336939,0.04869797000000001,36.5,7.1,,,,,,6.580806756756758e-08,36.5,7.1,1204.991299233721,7.841719943878497,92.72188933374925,4.978232215770417,4.528370179061687,,,,,,,,,,,"[0.0, 0.03]","[35.5, 37.5]","[6.95, 7.25]"
2026-01-14,FER027,10,,740.0,2359.913265,0.0,36.5,7.1,,,,,,0.0,36.5,7.1,1428.389478390517,7.788640436211545,91.25209045903856,5.096146452172203,4.897081693807417,,,,,,,,,,,"[0.0, 0.03]","[35.5, 37.5]","[6.95, 7.25]"
2026-01-14,FER027,11,,740.0,2619.449388,0.047106659999999995,36.5,7.1,,,,,,6.365764864864864e-08,36.5,7.1,1635.6788019099329,7.558278714209374,89.69245507974973,5.159906575212996,5.261824605104901,,,,,,,,,,,"[0.0, 0.03]","[35.5, 37.5]","[6.95, 7.25]"
2026-01-14,FER027,12,,740.0,2907.418776,0.0,36.5,7.1,,,,,,0.0,36.5,7.1,1820.5003260263081,7.1879751034768855,88.08892650745992,5.170287633007612,5.60428686171531,,,,,,,,,,,"[0.0, 0.03]","[35.5, 37.5]","[6.95, 7.25]"
2026-01-14,FER027,13,,740.0,3101.575408,0.0,36.5,7.1,,,,,,0.0,36.5,7.1,1978.4185219270514,6.713376390093537,86.48196727695472,5.129953903994911,5.908817748242946,,,,,,,,,,,"[0.0, 0.03]","[35.5, 37.5]","[6.95, 7.25]"
2026-01-14,FER027,14,,740.0,3295.191429,0.0,36.5,7.1,,,,,,0.0,36.5,7.1,2106.722605906768,6.166852955959609,84.9056287348031,5.042888439959266,6.163153918956994,,,,,,,,,,,"[0.0, 0.03]","[35.5, 37.5]","[6.95, 7.25]"
