Code_Execution_Date,Bioreactor,Day,Date,VOLUME_L,IGG--STATE_SP,NORMALIZED_BOLUS_FEED--INPUT_REF,TEMPERATURE_SETPOINT--INPUT_REF,PH_SETPOINT--INPUT_REF,IGG--STATE_DATA,VCC--STATE_DATA,VIABILITY--STATE_DATA,GLUTAMATE--STATE_DATA,AMMONIUM--STATE_DATA,NORMALIZED_BOLUS_FEED--INPUT_DATA,TEMPERATURE_SETPOINT--INPUT_DATA,PH_SETPOINT--INPUT_DATA,IGG--STATE_PRED,VCC--STATE_PRED,VIABILITY--STATE_PRED,GLUTAMATE--STATE_PRED,AMMONIUM--STATE_PRED,IGG--STATE_EST,VCC--STATE_EST,VIABILITY--STATE_EST,GLUTAMATE--STATE_EST,AMMONIUM--STATE_EST,IGG--STATE_MOD,VCC--STATE_MOD,VIABILITY--STATE_MOD,GLUTAMATE--STATE_MOD,AMMONIUM--STATE_MOD
2025-11-24,FER027,0,,710.5301574103,21.05,0.0,36.5,7.0999999046,22.4,0.59,98.3,2.79,0.48,0.0,36.5,7.0999999046,22.4,0.59,98.3,2.79,0.48,22.4,0.59,98.3,2.79,0.48,2.129638687620172e-15,0.0,0.0,0.0,-3.2189251264469476e-17
2025-11-24,FER027,1,,738.1,33.38678571,1.3693017601679989e-05,36.6,7.1,-27.77,1.14,98.4,2.93,0.72,1.3693017601679989e-05,36.6,7.1,-27.769999999999992,1.14,98.4,2.93,0.72,64.3872,0.9270701359336968,97.60750503181012,3.1864213306285993,1.7387340979719925,-55.242711968,0.0689488192833096,0.069026311729339,-0.14987313932580365,-0.5907333413910193
2025-11-24,FER027,2,,737.2289440797,60.40071429,0.03,37.468482775722045,6.999753666725717,-19.5915273534,2.65,98.3,3.12,1.11,0.02981405170278694,37.2000007629,6.9499998093,-19.591527353399997,2.65,98.3,3.12,1.11,64.3872,1.7747938732921034,97.89008700161844,3.0874376053829877,1.2239046041378536,-74.61717952072209,0.35234931517259355,0.10472973388837264,-0.04834007200360675,-0.26467244988301647
2025-11-24,FER027,3,,759.5616068321,122.9070408,0.03,36.875356215953154,6.950000009673804,-13.0444021697,4.41,98.8,3.86,2.31,0.03,37.4999999615577,6.950000054181847,-13.044402169700003,4.41,98.80000000000001,3.86,2.31,64.3872,4.593541060070944,98.33704362466551,3.4699722806307904,2.5406644795837017,-92.81508694731113,0.29291688451102127,0.14505323418000632,0.1691467045692312,-0.3545859795265577
2025-11-24,FER027,4,,740.0,236.8946939,0.03,36.001019928834936,6.95,,,,,,0.03,36.552414037800816,6.95,64.3872,6.98219060056571,99.19690386610282,4.103148135230824,3.1544881066824098,,,,,,,,,,
2025-11-24,FER027,5,,740.0,423.577551,0.0299999945100859,35.50000062748236,6.950000000034207,,,,,,0.02999999074918413,35.685693585701486,6.95,181.57471156344377,9.278961769238707,99.26184091020292,4.837039669313144,3.7801463111386155,,,,,,,,,,
2025-11-24,FER027,6,,740.0,738.8046939,0.029999990455173535,35.50000017805395,6.95,,,,,,0.029999968588161133,35.50000001240973,6.95,406.1408648482803,11.39101578085387,99.1285423995242,5.508281096664997,4.3111087234599434,,,,,,,,,,
2025-11-24,FER027,7,,740.0,1098.795,0.029999987525807334,35.5,6.95,,,,,,0.029999953409777545,35.5,6.95,706.0568202259635,13.234463120673091,98.64612555934612,6.104257734403543,4.834168020610292,,,,,,,,,,
2025-11-24,FER027,8,,740.0,1576.804082,0.013792448076171242,35.5,6.95,,,,,,0.02999995488095187,35.5,6.95,1064.1063300682172,14.714768310533385,97.74226085523536,6.657303996593012,5.399764293164615,,,,,,,,,,
2025-11-24,FER027,9,,740.0,1964.336939,5.097138039099664e-09,35.5,6.950000013753551,,,,,,0.007110990798433822,35.5,6.95,1462.8426675132519,15.777178931122261,96.41642245450569,7.167415145965767,6.033641465814887,,,,,,,,,,
2025-11-24,FER027,10,,740.0,2359.913265,0.0001191476591705221,35.500000037257806,6.955225191579128,,,,,,2.2900012262182446e-08,35.5,6.95000000909523,1929.4588205273346,15.597462612708696,94.05434515981281,7.451779554361927,6.371703553061342,,,,,,,,,,
2025-11-24,FER027,11,,740.0,2619.449388,1.6193666023336977e-10,35.50449893789248,6.975869565238073,,,,,,0.0,35.5,6.959271287651484,2373.5554932770533,14.579332774269657,91.12851427304312,7.5721768106201965,6.815021899476119,,,,,,,,,,
2025-11-24,FER027,12,,740.0,2907.418776,1.9900759683584248e-09,35.677644721091674,7.009175945621768,,,,,,2.558542904051258e-09,35.578463214678216,6.990343342094215,2744.3752677817715,13.16043334832378,88.07556508745196,7.546314560018364,7.367095981485189,,,,,,,,,,
2025-11-24,FER027,13,,740.0,3101.575408,5.848600416918552e-09,36.011823099558335,7.051066006922959,,,,,,0.0,35.925972752217916,7.039377196906154,3025.587632368195,11.604509129011767,85.13331496164844,7.382599466302997,7.842928183684848,,,,,,,,,,
2025-11-24,FER027,14,,740.0,3295.191429,0.0,36.5,7.1,,,,,,0.0,36.5,7.1,3206.316203685868,10.126144086956439,82.44481372125797,7.075582935263105,8.11743605798623,,,,,,,,,,
