Code_Run_Date,Bioreactor,Day,Date,IGG--STATE_SP,DAILY_NORMALIZED_FEED--INPUT_REF,IGG--STATE_DATA,VCC--STATE_DATA,VIABILITY--STATE_DATA,LACTATE--STATE_DATA,OSMO--STATE_DATA,DAILY_NORMALIZED_FEED--INPUT_DATA,TEMPERATURE--INPUT_DATA,PH_AT_TEMP--INPUT_DATA,DO--INPUT_DATA,IGG--STATE_PRED,VCC--STATE_PRED,VIABILITY--STATE_PRED,LACTATE--STATE_PRED,OSMO--STATE_PRED,IGG--STATE_EST,VCC--STATE_EST,VIABILITY--STATE_EST,LACTATE--STATE_EST,OSMO--STATE_EST,IGG--STATE_MOD,VCC--STATE_MOD,VIABILITY--STATE_MOD,LACTATE--STATE_MOD,OSMO--STATE_MOD
2024-06-09,MR24-030-803,0,,146.51,0.0035185869354867087,131.5267,13.3,99.1,1.03,323.0,0.0035185869354867087,34,6.988,0.493,131.5267,13.3,99.1,1.03,323.0,113.39375129972655,12.874738343472906,98.96226336182433,1.1944746655355933,328.83992225112263,1.0,1.0,1.0,1.0,1.0
2024-06-09,MR24-030-803,1,,509.83,0.007451662325897955,467.44,15.9,98.4,2.83,325.0,0.007451662325897955,34,7.113,0.495,467.44,15.900000000000002,98.4,2.4305776455344774,314.6724047833321,437.0675364423173,15.821755746015722,98.3099220496515,2.732378348341783,314.56163611787207,1.0,1.0,1.0,1.0,1.0
2024-06-09,MR24-030-803,2,,997.91,0.005548051713372219,945.81,23.2,98.2,3.38,320.0,0.005548051713372219,34,7.156,0.511,945.81,23.2,98.2,3.1003499919036255,308.118692187168,866.5709694838209,21.905741772797818,97.34869259172022,3.3914888734150055,321.8164803976784,1.0,1.0,1.0,1.0,1.0
2024-06-09,MR24-030-803,3,,1505.08,0.0045000000000000005,1377.43,23.1,95.1,4.63,335.0,0.011342472419917348,34,7.287,0.52,1377.43,23.100000000000005,95.1,3.7873264100973736,317.325212891982,1377.43,23.1,95.1,3.7873264100973736,317.325212891982,1.0,1.0,1.0,1.0,1.0
2024-06-09,MR24-030-803,4,,2119.61,0.010729702611765556,,,,,,0.00766525788116256,34,7.2,0.5,2012.4194758043454,25.97553056068935,95.79555676148148,2.9745767172897706,295.7050871406862,,,,,,,,,,
2024-06-09,MR24-030-803,5,,2716.05,0.016115491631240472,,,,,,0.008604140037068685,34,7.2,0.5,2684.435629031114,26.28653186124076,95.52853239152896,1.9293326818192862,283.14296817291313,,,,,,,,,,
2024-06-09,MR24-030-803,6,,3307.9,0.0179266251910193,,,,,,0.013310365074853989,34,7.2,0.5,3311.9747501785187,24.436609941822674,94.2969824533345,1.0210508062502808,281.0190859221646,,,,,,,,,,
2024-06-09,MR24-030-803,7,,3888.32,0.018159617441584258,,,,,,0.018831197344412444,34,7.2,0.5,3865.020666388618,21.596780313474028,92.3647943108217,0.40930751057390474,286.1365255546368,,,,,,,,,,
2024-06-09,MR24-030-803,8,,4309.7,0.01680135418673337,,,,,,0.020870228451008287,34,7.2,0.5,4361.169307521934,18.924430115263796,89.99695866601971,0.11407793769400995,295.67628358589025,,,,,,,,,,
2024-06-09,MR24-030-803,9,,4805.73,0.012618010758694037,,,,,,0.01702074833712496,34,7.2,0.5,4832.526761290893,16.992624704587676,87.43832100600542,0.047261424208201286,306.6916355695473,,,,,,,,,,
2024-06-09,MR24-030-803,10,,5302.42,0.007524782889672538,,,,,,0.010142475654141675,34,7.2,0.5,5294.5240415754,15.725940249146262,84.88510803655106,0.07946571819197915,316.51818125839156,,,,,,,,,,
2024-06-09,MR24-030-803,11,,5791.69,0.004500000000789595,,,,,,0.0045,34,7.2,0.5,5737.861863520728,14.732859584160787,82.45205668731815,0.10826078306980001,323.6312617171473,,,,,,,,,,
2024-06-09,MR24-030-803,12,,6118.18,0.0,,,,,,0.0,34,7.2,0.5,6143.233825865065,13.70089706416366,80.16229722089392,0.09152437667174548,328.03190104496883,,,,,,,,,,
