Sample_Name,Experiment,Batch,Sample_Time,Day,TCC,VCC,Viability,Diameter,Osmolality,Ammonium,Calcium,Glucose,Glutamine,Glutamate,Lactate,Potassium,Sodium,Bicarbonate,pCO2 at Temp,pO2 at Temp,pH at Temp,Titer,DO,pH_setpoint,pH_setpoint_low,pH_setpoint_high,Temperature_setpoint,Bolus_Feed,Normalized_Bolus_Feed,Volume
TSLP-AR25-075-012-04,AR25-075,AR25-075-012,8/31/2025 8:11,4,11.19,10.91,97.5,14.86,361,3.09,0.65,10.37,1.05,4.84,1,5.28,111.4,3.8,17.3,68.6,6.95,,,7.1,6.95,7.25,36.5,0,0,
TSLP-AR25-075-012-05,AR25-075,AR25-075-012,9/1/2025 8:39,5,14.66,14.32,97.7,15.18,331,4.08,0.63,7.81,1.08,5.45,,4.31,108.7,11.3,35.1,79.3,7.11,807.0647,,7.1,6.95,7.25,36.5,0,0,
TSLP-AR25-075-012-06,AR25-075,AR25-075-012,9/2/2025 8:30,6,18.29,17.63,96.4,15.07,304,3.42,0.63,4.93,0.59,5.77,0.1,3.58,112.5,16.5,39.4,43,7.23,1435.82,,7.1,6.95,7.25,35,9.64,0.0482,
TSLP-AR25-075-012-07,AR25-075,AR25-075-012,9/3/2025 8:32,7,19.52,18.97,97.2,15.88,355,5.26,0.56,9.03,1.11,6.85,0.06,2.59,117,13.8,39.8,30.2,7.14,1665.585,,7.1,6.95,7.25,35,0,0,
TSLP-AR25-075-012-08,AR25-075,AR25-075-012,9/4/2025 8:37,8,21.21,20.59,97,16.32,318,5.02,,5.2,0.66,5.9,0.04,2.06,117.4,14.1,35,28.4,7.21,2947.17,,7.1,6.95,7.25,35,9.64,0.0482,
TSLP-AR25-075-012-09,AR25-075,AR25-075-012,9/5/2025 9:05,9,21.43,20.51,95.7,17.02,368,,0.56,8.57,1.16,7.07,0.06,1.77,,10.4,26.7,23.1,7.2,3789.615,,7.1,6.95,7.25,35,0,0,
TSLP-AR25-075-012-10,AR25-075,AR25-075-012,9/6/2025 8:34,10,21.37,20.31,95,17.21,334,6.85,0.49,4.62,0.95,6.38,0.04,1.51,124,11.1,26.2,22.6,7.23,4546.05,,7.1,6.95,7.25,35,8.66,0.0433,
TSLP-AR25-075-012-11,AR25-075,AR25-075-012,9/7/2025 8:33,11,20.37,19.05,93.6,17.78,375,7.58,0.47,7.02,1.57,7.63,0.08,1.55,129.8,9.1,25,10.8,7.16,5521.815,,7.1,6.95,7.25,35,0,0,
TSLP-AR25-075-012-12,AR25-075,AR25-075-013,9/8/2025 8:32,12,20.66,18.68,90.4,17.26,350,8.11,0.46,2.97,1.11,7.06,0.07,1.79,128.4,10.3,24.7,35.7,7.22,5958.87,,7.1,6.95,7.25,35,7.68,0.0384,
TSLP-AR25-075-012-13,AR25-075,AR25-075-013,9/9/2025 8:33,13,20.37,18.15,89.1,17.53,390,8.83,0.45,4.98,1.78,8.19,0.1,2.03,136.3,9,25.4,19.2,7.15,6603.645,,7.1,6.95,7.25,35,0,0,
TSLP-AR25-075-012-14,AR25-075,AR25-075-013,9/10/2025 7:06,14,22,18.78,85.4,17.19,366,9.3,0.43,2.47,1.54,7.68,0.11,2.23,134.8,9.7,24.6,64.4,7.2,7672.125,,7.1,6.95,7.25,35,0,0,
TSLP-AR25-075-013-00,AR25-075,AR25-075-013,8/27/2025 16:39,0,1.09,1.07,98.2,14.81,317,0.81,0.7,8.08,1.28,2.44,0.15,6.86,103,13,8.8,141.9,7.78,81.9501,,7.1,6.95,7.25,36.5,0,0,
TSLP-AR25-075-013-01,AR25-075,AR25-075-013,8/28/2025 8:26,1,1.45,1.42,97.9,15.6,319,0.95,0.7,7.7,1.26,2.44,0.39,6.8,103,18,33.4,123,7.34,75.59505,,7.1,6.95,7.25,36.5,0,0,
TSLP-AR25-075-013-02,AR25-075,AR25-075-013,8/29/2025 8:25,2,3.08,3.03,98.6,15.33,322,1.28,0.72,6.93,0.96,2.8,0.81,6.51,103.2,10.2,28.8,158.6,7.15,84.6684,,7.1,6.95,7.25,36.5,0,0,
TSLP-AR25-075-013-03,AR25-075,AR25-075-013,8/30/2025 8:19,3,5.97,5.89,98.7,15.01,306,1.75,0.72,5.59,0.8,3.11,1.06,6.06,104.8,6.5,24.9,128.3,7.02,147.1755,,7.1,6.95,7.25,36.5,7.68,0.0384,
TSLP-AR25-075-013-04,AR25-075,AR25-075-013,8/31/2025 8:17,4,10.13,9.9,97.7,14.88,361,3.08,0.65,10.17,1.12,4.82,1.12,5.28,109,2.5,12.4,123.7,6.92,,,7.1,6.95,7.25,36.5,0,0,
TSLP-AR25-075-013-05,AR25-075,AR25-075-013,9/1/2025 9:36,5,13.78,13.45,97.7,15.18,335,4.54,0.63,7.94,1.18,5.84,,4.55,110.7,9.7,32.8,106.6,7.07,724.8259,,7.1,6.95,7.25,35,0,0,
TSLP-AR25-075-013-06,AR25-075,AR25-075-013,9/2/2025 8:37,6,16.25,15.63,96.2,15.23,308,3.91,0.63,5.68,0.84,6.06,0.33,3.78,111.7,14.9,35.5,86.7,7.23,1241.717,,7.1,6.95,7.25,35,9.64,0.0482,
TSLP-AR25-075-013-07,AR25-075,AR25-075-013,9/3/2025 8:39,7,16.97,16.36,96.4,16.02,367,5.41,0.57,9.96,1.1,7.59,0.15,3.03,118.8,12.9,34,79.4,7.18,1405.188,,7.1,6.95,7.25,35,0,0,
TSLP-AR25-075-013-08,AR25-075,AR25-075-013,9/4/2025 8:44,8,18.25,17.47,95.7,16.72,325,5.69,,6.17,0.77,6.85,0.08,2.32,118.4,13.8,32.9,73.5,7.23,2647.485,,7.1,6.95,7.25,35,9.64,0.0482,
TSLP-AR25-075-013-09,AR25-075,AR25-075-013,9/5/2025 9:19,9,19.06,18.13,95.2,17.36,380,,0.56,9.55,1.28,8.01,0.08,2.04,,10.1,24.8,77.1,7.21,3433.83,,7.1,6.95,7.25,35,0,0,
TSLP-AR25-075-013-10,AR25-075,AR25-075-013,9/6/2025 8:43,10,19.31,18.15,94,17.54,350,7.94,0.5,5.81,0.97,7.64,0.04,1.75,127.1,12.5,30.8,69.3,7.21,4209.975,,7.1,6.95,7.25,35,8.66,0.0433,
TSLP-AR25-075-013-11,AR25-075,AR25-075-013,9/7/2025 8:46,11,17.53,16.12,92,17.93,398,8.22,0.47,8.41,1.82,8.55,0.08,1.74,129.1,9.7,24.5,63.5,7.2,5041.38,,7.1,6.95,7.25,35,0,0,
TSLP-AR25-075-013-12,AR25-075,AR25-075-014,9/8/2025 8:38,12,18.92,16.88,89.2,17.6,362,8.79,0.47,4.54,1.33,8.24,0.1,1.96,131.1,10.7,23.7,80.7,7.26,5674.83,,7.1,6.95,7.25,35,7.68,0.0384,
TSLP-AR25-075-013-13,AR25-075,AR25-075-014,9/9/2025 8:40,13,17.99,15.61,86.7,17.99,410,9.32,0.44,6.57,1.93,9.4,0.11,2.09,136.2,8.6,22.9,68.3,7.18,6231.645,,7.1,6.95,7.25,35,0,0,
TSLP-AR25-075-013-14,AR25-075,AR25-075-014,9/10/2025 7:12,14,20.14,16.98,84.3,17.3,382,9.97,0.42,3.03,1.69,9.14,0.13,2.29,138.5,8.9,21.6,73.6,7.22,6968.07,,7.1,6.95,7.25,35,0,0,
TSLP-AR25-075-014-00,AR25-075,AR25-075-014,8/27/2025 16:45,0,1.11,1.09,98,14.77,315,0.82,0.71,8.11,1.29,2.44,0.15,6.94,104.4,13.1,8.6,118.1,7.79,78.89835,,7.1,6.95,7.25,36.5,0,0,
TSLP-AR25-075-014-01,AR25-075,AR25-075-014,8/28/2025 8:32,1,1.58,1.55,98.3,15.48,320,0.93,0.7,7.62,1.16,2.5,0.36,6.8,103.4,18.2,34.8,91.7,7.32,74.14815,,7.1,6.95,7.25,36.5,0,0,
TSLP-AR25-075-014-02,AR25-075,AR25-075-014,8/29/2025 8:31,2,3.27,3.22,98.5,15.14,313,1.25,0.71,6.96,0.98,2.81,0.77,6.55,104,10.8,31.1,103.6,7.15,78.2115,,7.1,6.95,7.25,36.5,0,0,
TSLP-AR25-075-014-03,AR25-075,AR25-075-014,8/30/2025 8:25,3,6.33,6.26,98.9,14.98,304,1.69,0.7,5.73,0.87,2.99,0.92,6.01,103.8,7.4,28.2,81.7,7.03,144.851,,7.1,6.95,7.25,36.5,7.68,0.0384,
TSLP-AR25-075-014-04,AR25-075,AR25-075-014,8/31/2025 8:23,4,11.39,11.17,98,14.82,360,3.03,0.65,10.19,1.06,4.81,0.99,5.16,108.7,3.7,16.6,68.1,6.95,,,7.1,6.95,7.25,36.5,0,0,
TSLP-AR25-075-014-05,AR25-075,AR25-075-014,9/1/2025 9:43,5,15.05,14.83,98.5,15.12,333,4.1,0.64,7.73,1.05,5.53,,4.26,110.1,12.2,37.6,50,7.12,809.8519,,7.1,6.95,7.25,35,0,0,
TSLP-AR25-075-014-06,AR25-075,AR25-075-014,9/2/2025 8:44,6,18.18,17.69,97.3,15.02,297,3.51,0.62,5.18,0.7,5.5,0.07,3.45,110.7,17.2,39.7,54.3,7.24,1411.66,,7.1,6.95,7.25,35,9.64,0.0482,
TSLP-AR25-075-014-07,AR25-075,AR25-075-014,9/3/2025 8:45,7,19.68,19.05,96.8,16.01,355,5.31,0.57,9.36,1.12,6.84,0.1,2.63,118.3,14,36.6,33.6,7.19,1652.64,,7.1,6.95,7.25,35,0,0,
TSLP-AR25-075-014-08,AR25-075,AR25-075-014,9/4/2025 8:50,8,19.49,18.97,97.3,16.63,320,5.26,,5.43,0.67,5.86,0.06,2.05,117.9,14.4,35.1,23.6,7.22,2910.33,,7.1,6.95,7.25,35,9.64,0.0482,
TSLP-AR25-075-014-09,AR25-075,AR25-075-014,9/5/2025 9:25,9,19.01,18.28,96.2,17.35,369,,0.57,8.73,1.1,7.05,0.08,1.7,,10.8,27,20.8,7.21,3783.585,,7.1,6.95,7.25,35,0,0,
TSLP-AR25-075-014-10,AR25-075,AR25-075-015,9/6/2025 8:50,10,19.33,18.32,94.8,17.4,335,7.12,0.49,4.72,1.3,6.31,0.02,1.49,125,11.2,25.7,20.3,7.24,4671.78,,7.1,6.95,7.25,35,8.66,0.0433,
TSLP-AR25-075-014-11,AR25-075,AR25-075-015,9/7/2025 8:55,11,18.97,17.79,93.8,17.93,377,7.7,0.47,7.16,1.61,7.44,0.05,1.45,129.5,9.1,24.9,20.9,7.17,5468.895,,7.1,6.95,7.25,35,0,0,
TSLP-AR25-075-014-12,AR25-075,AR25-075-015,9/8/2025 8:46,12,20.84,19.19,92.1,17.47,354,8.33,0.47,2.99,1.06,6.79,0.05,1.73,129.4,10.6,25.3,22.4,7.23,5973.21,,7.1,6.95,7.25,35,0,0,
TSLP-AR25-075-015-00,AR25-075,AR25-075-015,8/27/2025 13:41,0,0.99,0.98,99.1,15.02,317,0.83,0.72,7.84,1.26,2.45,0.14,6.89,102.7,14.2,10.1,117.5,7.75,80.88255,,7.1,6.95,7.25,36.5,0,0,
TSLP-AR25-075-015-01,AR25-075,AR25-075-015,8/28/2025 8:38,1,1.43,1.41,98.6,15.84,320,1.04,0.72,7.59,1.14,2.52,0.44,6.82,103.1,18.2,36.6,86,7.3,68.7948,,7.1,6.95,7.25,36.5,0,0,
TSLP-AR25-075-015-02,AR25-075,AR25-075-015,8/29/2025 7:01,2,2.84,2.8,98.3,15.52,318,1.2,0.74,6.88,0.92,3.24,0.8,6.69,106.5,13.5,41,69.6,7.12,84.3984,,7.1,6.95,7.25,36.5,0,0,
TSLP-AR25-075-015-03,AR25-075,AR25-075-015,8/30/2025 8:31,3,6.08,6.02,99.1,15.19,299,1.81,0.71,5.35,0.82,3.44,1.06,6.06,103.2,4.9,17.2,81.2,7.06,160.9007,,7.1,6.95,7.25,36.5,7.68,0.0384,
TSLP-AR25-075-015-04,AR25-075,AR25-075-015,8/31/2025 8:29,4,10.29,10.08,98,15.15,368,3.3,0.65,9.9,1.02,5.19,1.14,5.25,112.9,3.6,16.3,62.6,6.95,,,7.1,6.95,7.25,36.5,0,0,
TSLP-AR25-075-015-05,AR25-075,AR25-075-015,9/1/2025 9:49,5,13.59,13.34,98.2,15.41,336,4.24,0.63,7.48,1.04,6,,4.32,112.2,12.1,37.7,60.9,7.11,777.2632,,7.1,6.95,7.25,35,0,0,
TSLP-AR25-075-015-06,AR25-075,AR25-075-015,9/2/2025 8:51,6,16.99,16.41,96.6,15.3,302,3.15,0.62,5.04,0.81,6.04,0.18,3.59,114.9,18.2,40.4,36.1,7.26,1295.882,,7.1,6.95,7.25,35,9.64,0.0482,
TSLP-AR25-075-015-07,AR25-075,AR25-075-015,9/3/2025 8:52,7,17.29,16.66,96.3,16.33,368,4.99,0.55,9.28,1.06,7.44,0.11,2.64,118.9,15.9,41.7,32,7.18,1520.355,,7.1,6.95,7.25,35,0,0,
TSLP-AR25-075-015-08,AR25-075,AR25-075-015,9/4/2025 8:56,8,18.17,17.5,96.3,16.91,324,4.93,,5.3,0.78,6.54,0.07,2.01,119.9,15.8,36.5,30.6,7.24,2817.405,,7.1,6.95,7.25,35,9.64,0.0482,
TSLP-AR25-075-015-09,AR25-075,AR25-075-015,9/5/2025 7:01,9,19.03,18.23,95.8,17.56,380,,0.55,9.15,,,0.05,1.74,,11.4,27.6,15.3,7.22,3659.46,,7.1,6.95,7.25,35,0,0,
TSLP-AR25-075-015-10,AR25-075,AR25-075-015,9/6/2025 8:57,10,18.68,17.5,93.7,17.75,340,7,0.48,4.63,0.9,7.19,0.04,1.46,127.8,13.8,32,19.2,7.24,4490.055,,7.1,6.95,7.25,35,8.66,0.0433,
TSLP-AR25-075-015-11,AR25-075,AR25-075-015,9/7/2025 9:02,11,17.85,16.56,92.8,18.2,389,7.44,0.45,7.2,1.77,8.44,0.07,1.52,132.4,10.3,25.2,19.8,7.22,5235.795,,7.1,6.95,7.25,35,0,0,
TSLP-AR25-075-015-12,AR25-075,AR25-075-016,9/8/2025 8:54,12,19.32,17.31,89.6,17.67,358,8.17,0.45,3.28,1.22,8.02,0.08,1.73,131.9,12.7,29.7,25.9,7.23,5849.49,,7.1,6.95,7.25,35,7.68,0.0384,
TSLP-AR25-075-015-13,AR25-075,AR25-075-016,9/9/2025 8:47,13,18.13,15.93,87.9,17.78,398,8.65,0.44,5.43,1.99,9.14,0.1,1.87,137.2,9.9,26,24.4,7.19,6459.825,,7.1,6.95,7.25,35,0,0,
TSLP-AR25-075-015-14,AR25-075,AR25-075-016,9/10/2025 7:19,14,20.42,17.28,84.6,17.38,373,9.39,0.43,1.9,1.78,8.8,0.12,2.15,137.7,10.9,26.7,24.6,7.22,7227.24,,7.1,6.95,7.25,35,0,0,
TSLP-AR25-075-016-00,AR25-075,AR25-075-016,8/27/2025 16:58,0,1.02,1.01,99.4,15.06,319,0.84,0.73,7.94,1.38,2.37,0.14,6.93,103.8,14.6,10.4,123.3,7.75,76.28715,,7.1,6.95,7.25,36.5,0,0,
TSLP-AR25-075-016-01,AR25-075,AR25-075-016,8/28/2025 8:44,1,1.4,1.38,98.8,15.83,318,1.05,0.73,7.58,1.04,2.56,0.47,6.82,103.7,17.8,35.8,81,7.3,75.5649,,7.1,6.95,7.25,36.5,0,0,
TSLP-AR25-075-016-02,AR25-075,AR25-075-016,8/29/2025 8:37,2,3.03,2.99,98.9,15.56,313,1.34,0.73,6.69,0.93,2.95,0.81,6.52,103,9.9,30.7,99.6,7.11,79.72665,,7.1,6.95,7.25,36.5,0,0,
TSLP-AR25-075-016-03,AR25-075,AR25-075-016,8/30/2025 8:37,3,6.23,6.16,98.8,15.27,304,1.81,0.71,5.39,0.85,3.3,0.97,6,103.1,6.4,26.9,78.9,6.98,163.1573,,7.1,6.95,7.25,36.5,7.68,0.0384,
TSLP-AR25-075-016-04,AR25-075,AR25-075-016,8/31/2025 8:35,4,9.69,9.47,97.7,15.06,362,3.3,0.66,10.23,1.14,5.21,1.02,5.35,111.3,3.6,16.6,72.8,6.94,,,7.1,6.95,7.25,36.5,0,0,
TSLP-AR25-075-016-05,AR25-075,AR25-075-016,9/1/2025 10:00,5,12.93,12.63,97.7,15.36,336,4.33,0.64,7.75,1.19,6,0.71,4.44,111.7,11.4,38.5,58,7.08,748.0604,,7.1,6.95,7.25,35,0,0,
TSLP-AR25-075-016-06,AR25-075,AR25-075-016,9/2/2025 8:58,6,15.22,14.74,96.8,15.49,306,3.57,0.64,5.45,0.87,6.2,0.16,3.72,113.1,16.2,37.7,36.5,7.24,1246.089,,7.1,6.95,7.25,35,9.64,0.0482,
TSLP-AR25-075-016-07,AR25-075,AR25-075-016,9/3/2025 8:58,7,16.37,15.73,96.1,16.42,365,5.25,0.56,9.71,0.99,7.56,0.12,2.84,117.4,14.2,40.1,35.8,7.15,1479.242,,7.1,6.95,7.25,35,0,0,
TSLP-AR25-075-016-08,AR25-075,AR25-075-016,9/4/2025 9:04,8,17.71,17.01,96,17,326,5.68,,6.1,0.84,6.7,0.06,2.27,119,15.1,36.3,33.1,7.22,2665.755,,7.1,6.95,7.25,35,9.64,0.0482,
TSLP-AR25-075-016-09,AR25-075,AR25-075-016,9/5/2025 9:31,9,18.17,17.26,95,17.77,382,,0.57,9.65,1.35,7.99,0.1,1.98,,11.3,28.9,28.1,7.2,3465.63,,7.1,6.95,7.25,35,0,0,
TSLP-AR25-075-016-10,AR25-075,AR25-075-016,9/6/2025 9:07,10,17.51,16.35,93.4,17.8,343,7.62,0.49,5.86,0.94,7.92,0.03,1.65,127.7,11.9,26.5,4.8,7.26,4387.965,,7.1,6.95,7.25,35,8.66,0.0433,
TSLP-AR25-075-016-11,AR25-075,AR25-075-016,9/7/2025 9:12,11,17.93,16.35,91.2,18.19,394,7.95,0.45,8.28,1.93,8.85,0.09,1.76,130.2,9.6,25.7,13.8,7.18,5019.51,,7.1,6.95,7.25,35,0,0,
TSLP-AR25-075-016-12,AR25-075,AR25-075-017,9/8/2025 9:05,12,18.03,15.95,88.5,17.88,369,8.58,0.45,4.5,1.62,8.48,0.06,1.9,130.6,10.5,25.2,31.1,7.23,5509.89,,7.1,6.95,7.25,35,7.68,0.0384,
TSLP-AR25-075-016-13,AR25-075,AR25-075-017,9/9/2025 8:56,13,17.77,15.46,87,18.11,405,9.19,0.44,6.8,2.2,9.73,0.11,2.18,136.1,9,25.9,29.5,7.15,6109.71,,7.1,6.95,7.25,35,0,0,
TSLP-AR25-075-016-14,AR25-075,AR25-075-017,9/10/2025 7:27,14,18.24,15.18,83.2,17.47,382,9.67,0.43,3.38,2.28,9.3,0.11,2.31,135.7,10,27.3,41.3,7.17,6849.21,,7.1,6.95,7.25,35,0,0,
TSLP-AR25-075-017-00,AR25-075,AR25-075-017,8/27/2025 17:04,0,1.07,1.06,99.3,14.93,312,0.89,0.74,8.07,1.29,2.46,0.15,7.01,104.8,14.6,10.6,123.5,7.74,79.7901,,7.1,6.95,7.25,36.5,0,0,
TSLP-AR25-075-017-01,AR25-075,AR25-075-017,8/28/2025 8:50,1,1.43,1.42,99,15.93,318,1.06,0.74,7.64,1.13,2.56,0.47,6.9,104.9,17.6,35.4,87.8,7.3,80.0469,,7.1,6.95,7.25,36.5,0,0,
TSLP-AR25-075-017-02,AR25-075,AR25-075-017,8/29/2025 8:44,2,2.93,2.9,99.1,15.56,316,1.36,0.72,6.73,1.02,2.88,0.79,6.55,103.3,9.6,30.5,95.1,7.1,89.22405,,7.1,6.95,7.25,36.5,0,0,
TSLP-AR25-075-017-03,AR25-075,AR25-075-017,8/30/2025 8:43,3,6.05,5.98,98.9,15.26,302,1.85,0.71,5.32,0.81,3.34,0.99,5.99,102.6,6.2,26.2,82,6.98,164.9277,,7.1,6.95,7.25,36.5,7.68,0.0384,
TSLP-AR25-075-017-04,AR25-075,AR25-075-017,8/31/2025 8:44,4,9.79,9.56,97.6,15.06,363,3.37,0.66,10.15,1.18,5.21,1.01,5.35,110.8,2.7,12.7,70.3,6.94,,,7.1,6.95,7.25,36.5,0,0,
TSLP-AR25-075-017-05,AR25-075,AR25-075-017,9/1/2025 10:07,5,12.85,12.48,97.1,15.43,338,4.4,0.64,7.71,0.93,6.07,0.67,4.45,109.7,11.2,37.7,59.2,7.08,784.9922,,7.1,6.95,7.25,35,0,0,
TSLP-AR25-075-017-06,AR25-075,AR25-075-017,9/2/2025 9:04,6,16.14,15.55,96.3,15.38,302,3.6,0.63,5.31,0.77,6.14,0.19,3.68,111.6,15.8,37.9,33.8,7.23,1296.656,,7.1,6.95,7.25,35,9.64,0.0482,
TSLP-AR25-075-017-07,AR25-075,AR25-075-017,9/3/2025 9:05,7,16.94,16.31,96.3,16.37,363,5.39,0.58,9.63,0.98,7.59,0.11,2.88,118.8,13.9,42.5,39.9,7.12,1573.665,,7.1,6.95,7.25,35,0,0,
TSLP-AR25-075-017-08,AR25-075,AR25-075-017,9/4/2025 9:11,8,17.56,16.89,96.2,17.03,327,5.72,,6.03,0.82,6.78,0.08,2.32,120.4,14.1,34.1,30,7.22,2786.355,,7.1,6.95,7.25,35,9.64,0.0482,
TSLP-AR25-075-017-09,AR25-075,AR25-075-017,9/5/2025 9:39,9,17.95,17.02,94.8,17.64,383,,0.58,9.56,1.26,8,0.09,2.01,,10.7,27.4,21.4,7.2,3578.73,,7.1,6.95,7.25,35,0,0,
TSLP-AR25-075-017-10,AR25-075,AR25-075-017,9/6/2025 9:16,10,17.39,16.15,92.8,17.74,,7.66,0.49,5.72,1.06,7.61,0.04,1.71,126.5,12.5,30,18.1,7.22,4213.725,,7.1,6.95,7.25,35,8.66,0.0433,
TSLP-AR25-075-017-11,AR25-075,AR25-075-017,9/7/2025 9:20,11,16.78,15.39,91.7,18.23,392,8.11,0.46,8.27,1.92,8.87,0.08,1.74,132.1,9.2,25.1,41.2,7.17,5116.77,,7.1,6.95,7.25,35,0,0,
TSLP-AR25-075-017-12,AR25-075,AR25-075-018,9/8/2025 9:11,12,17.76,15.71,88.4,17.81,374,8.64,0.46,4.46,1.5,8.38,0.07,1.99,131,10.3,25.6,30.4,7.21,5575.08,,7.1,6.95,7.25,35,7.68,0.0384,
TSLP-AR25-075-017-13,AR25-075,AR25-075-018,9/9/2025 9:05,13,17.3,15.14,87.5,17.99,406,9.15,0.44,6.57,2.25,9.53,0.11,2.14,134.7,8.7,26.2,25.6,7.12,6182.145,,7.1,6.95,7.25,35,0,0,
TSLP-AR25-075-017-14,AR25-075,AR25-075-018,9/10/2025 7:40,14,19.01,15.85,83.4,17.41,392,9.67,0.43,3.19,2.38,9.29,0.09,2.36,135.4,9.6,26.8,34.9,7.16,7032.75,,7.1,6.95,7.25,35,0,0,
TSLP-AR25-075-018-00,AR25-075,AR25-075-018,8/27/2025 13:47,0,1.11,1.08,97.9,14.58,315,0.87,0.72,8.12,1.3,2.39,0.14,6.96,103.8,14,9.6,114.9,7.77,77.68665,,7.1,6.95,7.25,36.5,0,0,
TSLP-AR25-075-018-01,AR25-075,AR25-075-018,8/28/2025 8:58,1,1.5,1.46,97.3,15.47,316,0.97,0.71,7.62,1.13,2.49,0.37,6.79,102.2,18.7,37.3,98.6,7.3,77.44815,,7.1,6.95,7.25,36.5,0,0,
TSLP-AR25-075-018-02,AR25-075,AR25-075-018,8/29/2025 8:50,2,2.75,2.7,98.4,15.47,314,1.31,0.73,6.94,0.96,2.81,0.68,6.59,102.9,11.1,29.8,104.8,7.17,87.25095,,7.1,6.95,7.25,36.5,0,0,
TSLP-AR25-075-018-03,AR25-075,AR25-075-018,8/30/2025 8:49,3,5.43,5.36,98.6,15.37,302,1.77,0.72,5.79,0.98,3.24,0.87,6.19,103.7,7.4,26.5,81.8,7.05,154.3145,,7.1,6.95,7.25,36.5,7.68,0.0384,
TSLP-AR25-075-018-04,AR25-075,AR25-075-018,8/31/2025 8:49,4,9.78,9.52,97.3,15.33,357,3.17,0.67,10.32,1.15,4.82,1.01,5.38,109.7,2.9,14.5,72,6.91,,,7.1,6.95,7.25,36.5,0,0,
TSLP-AR25-075-018-05,AR25-075,AR25-075-018,9/1/2025 10:14,5,12.8,12.53,97.8,15.5,349,4.16,0.65,7.74,1.06,5.6,0.83,4.44,109.7,10.6,39.9,60.6,7.03,757.6483,,7.1,6.95,7.25,35,0,0,
TSLP-AR25-075-018-06,AR25-075,AR25-075-018,9/2/2025 9:11,6,16.83,16.19,96.2,15.33,303,3.09,0.63,5.17,0.85,5.61,0.34,3.55,112,14.5,36.8,29.2,7.2,1296.114,,7.1,6.95,7.25,35,9.64,0.0482,
TSLP-AR25-075-018-07,AR25-075,AR25-075-018,9/3/2025 9:12,7,18.6,17.92,96.4,16.33,359,4.62,0.56,9.1,1.21,6.97,0.11,2.62,116.8,13.6,38.1,31.8,7.16,1565.52,,7.1,6.95,7.25,35,0,0,
TSLP-AR25-075-018-08,AR25-075,AR25-075-018,9/4/2025 9:18,8,20.47,19.71,96.3,16.81,318,4.83,,5.17,0.81,6.48,0.07,2.08,122,13.8,34.4,17.4,7.21,2979.525,,7.1,6.95,7.25,35,9.64,0.0482,
TSLP-AR25-075-018-09,AR25-075,AR25-075-018,9/5/2025 10:03,9,19.2,18.25,95.1,17.53,369,,0.55,8.46,1.09,7.88,0.05,1.88,,10.1,26.1,19.3,7.19,3742.185,,7.1,6.95,7.25,35,0,0,
TSLP-AR25-075-018-10,AR25-075,AR25-075-018,9/6/2025 9:32,10,19.9,18.32,92.1,17.44,331,6.84,0.47,4.15,0.92,6.95,0.02,1.6,127.4,11.4,26.7,22.5,7.23,4759.92,,7.1,6.95,7.25,35,8.66,0.0433,
TSLP-AR25-075-018-11,AR25-075,AR25-075-018,9/7/2025 9:29,11,19.71,17.76,90.1,17.8,378,7.66,0.45,6.86,1.74,7.96,0.07,1.79,131.2,9.5,25,34.4,7.19,5471.685,,7.1,6.95,7.25,35,0,0,
TSLP-AR25-075-018-12,AR25-075,AR25-075-019,9/8/2025 9:19,12,18.95,16.11,85,17.38,355,8.4,0.46,3.21,1.35,7.6,0.06,2.09,130.9,11.7,27.6,32.9,7.23,6003.15,,7.1,6.95,7.25,35,7.68,0.0384,
TSLP-AR25-075-018-13,AR25-075,AR25-075-019,9/9/2025 9:14,13,19.65,16.03,81.6,17.2,337,9.01,0.48,0.47,0.95,6.84,0.06,2.35,130.6,16.8,42.7,47.8,7.2,6370.755,,7.1,6.95,7.25,35,0,0,
TSLP-AR25-075-018-14,AR25-075,AR25-075-019,9/10/2025 7:46,14,17.06,13.32,78.1,17.58,380,8.85,0.45,3.24,1.93,8.11,0.13,2.3,136.6,10.7,26.6,34.9,7.21,7188.6,,7.1,6.95,7.25,35,0,0,
TSLP-AR25-075-019-00,AR25-075,AR25-075-019,8/27/2025 17:16,0,1.16,1.13,97.8,14.53,325,0.84,0.71,8.01,1.27,2.36,0.12,6.88,102.4,14,9.7,112.1,7.77,75.71115,,7.1,6.95,7.25,36.5,0,0,
TSLP-AR25-075-019-01,AR25-075,AR25-075-019,8/28/2025 9:04,1,1.49,1.45,97,15.5,319,0.96,0.71,7.58,1.16,2.4,0.36,6.8,103.5,19.3,41.3,80.4,7.28,79.85085,,7.1,6.95,7.25,36.5,0,0,
TSLP-AR25-075-019-02,AR25-075,AR25-075-019,8/29/2025 8:56,2,2.78,2.73,98.4,15.55,313,1.32,0.72,6.95,0.94,2.78,0.69,6.61,103.2,10.4,26.2,103.6,7.2,86.33835,,7.1,6.95,7.25,36.5,0,0,
TSLP-AR25-075-019-03,AR25-075,AR25-075-019,8/30/2025 8:56,3,5.44,5.37,98.7,15.43,306,1.8,0.73,5.81,1.21,3.24,0.88,6.17,104,7.1,26.1,76.3,7.04,161.174,,7.1,6.95,7.25,36.5,7.68,0.0384,
