Sample_Name,Experiment,Batch,Sample_Time,Day,TCC,VCC,Viability,Diameter,Osmolality,Ammonium,Calcium,Glucose,Glutamine,Glutamate,Lactate,Potassium,Sodium,Bicarbonate,pCO2 at Temp,pO2 at Temp,pH at Temp,Titer,DO,pH_setpoint,pH_setpoint_low,pH_setpoint_high,Temperature_setpoint,Bolus_Feed,Normalized_Bolus_Feed,Volume
TSLP-AR25-064-001-00,AR25-064,AR25-064-001,7/2/2025 11:36,0,0.5785,0.5721,98.9,15.71,321,0.59,0.71,8.06,1.33,2.69,0.1,6.77,103.3,22.1,48.8,134.3,7.26,79.38975,40,7.1,6.95,7.25,36.5,0,0,199.99
TSLP-AR25-064-001-01,AR25-064,AR25-064-001,7/3/2025 6:12,1,0.908,0.8936,98.4,15.77,326,0.75,0.73,8.02,1.33,2.88,0.22,6.83,102.2,21.8,47.7,121.1,7.26,74.0268,40,7.1,6.95,7.25,36.5,0,0,197.16
TSLP-AR25-064-001-02,AR25-064,AR25-064-001,7/4/2025 6:02,2,1.6667,1.6243,97.5,16.03,320,0.92,0.73,7.66,1.2,3.2,0.46,6.68,102.2,19.3,44.5,82.4,7.24,79.45486,40,7.1,6.95,7.25,36.5,0,0,194.33
TSLP-AR25-064-001-03,AR25-064,AR25-064-001,7/5/2025 6:12,3,3.2429,3.2056,98.8,15.79,317,1.28,0.72,6.84,0.91,3.48,0.69,6.39,100.6,15.2,36.5,78.4,7.22,93.69389,40,7.1,6.95,7.25,36.5,7.8,0.040733198,191.49
TSLP-AR25-064-001-04,AR25-064,AR25-064-001,7/6/2025 6:04,4,5.8103,5.7328,98.7,15.96,384,2.38,0.68,12.19,1.57,5.14,1.04,5.81,109.2,7.6,31.2,75.6,6.99,196.5339,40,7.1,6.95,7.25,36.5,0,0,196.49
TSLP-AR25-064-001-05,AR25-064,AR25-064-001,7/7/2025 6:02,5,8.43,8.33,98.8,15.95,368,3.68,0.66,10.46,1.38,5.37,0.96,5.21,108.1,8.4,38.1,62.1,6.95,402.9221,40,7.1,6.95,7.25,35,0,0,193.68
TSLP-AR25-064-001-06,AR25-064,AR25-064-001,7/8/2025 6:03,6,11.43,11.13,97.3,15.59,349,4.28,0.64,8.96,1.3,5.57,0.5,4.63,108.8,13.1,45.5,47.7,7.07,,40,7.1,6.95,7.25,35,9.8,0.051343847,190.87
TSLP-AR25-064-001-07,AR25-064,AR25-064-001,7/9/2025 6:02,7,12.79,12.31,96.3,16.53,432,6.03,0.58,14.91,2.16,6.95,0.27,4.06,116.5,12.8,46.8,42.5,7.04,,40,7.1,6.95,7.25,35,0,0,197.85
TSLP-AR25-064-001-08,AR25-064,AR25-064-001,7/10/2025 6:12,8,14.2,13.8,97.1,17.19,403,7.92,0.54,12.46,2.05,6.88,0.06,3.6,116.4,18.2,56.3,48.6,7.11,1563.405,40,7.1,6.95,7.25,35,9.8,0.05051286,194.01
TSLP-AR25-064-001-09,AR25-064,AR25-064-001,7/11/2025 6:12,9,12.54,12.06,96.2,17.98,472,9.72,0.49,16.87,2.71,7.71,0.09,3.3,122.8,16.4,55.8,41.9,7.07,1977.795,40,7.1,6.95,7.25,35,0,0,201
TSLP-AR25-064-001-10,AR25-064,AR25-064-001,7/12/2025 6:12,10,12.75,12.16,95.3,18.57,445,10.76,0.48,13.75,3.11,7.54,0.08,3.03,123.4,16.4,49.2,34.6,7.13,2790.705,40,7.1,6.95,7.25,35,8.8,0.044413041,198.14
TSLP-AR25-064-001-11,AR25-064,AR25-064-001,7/13/2025 6:12,11,12.11,11.32,93.4,18.69,505,11.74,0.44,16.63,3.99,8.23,0.12,3.13,126.9,16.3,54.8,40.3,7.08,3208.965,40,7.1,6.95,7.25,35,0,0,204.08
TSLP-AR25-064-001-12,AR25-064,AR25-064-002,7/14/2025 6:02,12,13.69,12.14,88.7,18.28,475,12.5,0.45,13.75,4.96,8.52,0.13,3.16,130.8,13.2,42.6,35.5,7.09,4188.96,40,7.1,6.95,7.25,35,7.8,0.038767396,201.2
TSLP-AR25-064-001-13,AR25-064,AR25-064-002,7/15/2025 6:03,13,14.46,12.7,87.8,17.83,521,13.46,0.44,15.95,5.87,9.32,0.15,3.48,135.9,12.3,47.4,46.9,7.02,4655.34,40,7.1,6.95,7.25,35,0,0,206.12
TSLP-AR25-064-001-14,AR25-064,AR25-064-002,7/16/2025 5:25,14,14.55,12.03,82.7,17.62,502,14.95,0.47,12.97,5.95,10.96,0.23,2.98,135.2,10.8,46.5,45.3,6.97,5113.95,40,7.1,6.95,7.25,35,0,0,200.46
TSLP-AR25-064-002-00,AR25-064,AR25-064-002,7/2/2025 11:46,0,1.2195,1.2037,98.7,15.29,328,0.69,0.7,7.8,1.29,2.8,0.21,6.72,103.1,22.4,59.7,104,7.18,75.18855,40,7.1,6.95,7.25,36.5,0,0,200.03
TSLP-AR25-064-002-01,AR25-064,AR25-064-002,7/3/2025 6:23,1,1.9739,1.9344,98,15.61,322,0.88,0.71,7.47,1.19,2.98,0.43,6.65,102,19.5,45.1,95.3,7.24,79.986,40,7.1,6.95,7.25,36.5,0,0,197.21
TSLP-AR25-064-002-02,AR25-064,AR25-064-002,7/4/2025 6:12,2,3.4553,3.4123,98.8,15.96,315,1.18,0.71,6.57,1.06,3.38,0.77,6.34,100.8,13.4,33.2,86.5,7.21,99.68671,40,7.1,6.95,7.25,36.5,0,0,194.37
TSLP-AR25-064-002-03,AR25-064,AR25-064-002,7/5/2025 6:22,3,5.6682,5.6086,98.9,15.86,304,1.78,0.71,5.07,0.83,3.72,1.03,5.78,100.8,9.5,35.6,67,7.03,219.1029,40,7.1,6.95,7.25,36.5,7.8,0.040722564,191.54
TSLP-AR25-064-002-04,AR25-064,AR25-064-002,7/6/2025 6:14,4,10.1507,10.0186,98.7,15.91,363,3.63,0.66,9.87,1.33,5.15,1.06,4.95,109.3,8.4,41.7,61.9,6.91,493.8105,40,7.1,6.95,7.25,36.5,0,0,196.53
TSLP-AR25-064-002-05,AR25-064,AR25-064-002,7/7/2025 6:12,5,13.22,13.05,98.7,16.07,340,4.37,0.62,7.65,1.2,5.39,0.57,4.12,109.1,14.5,49.7,49,7.07,880.5439,40,7.1,6.95,7.25,35,0,0,193.8
TSLP-AR25-064-002-06,AR25-064,AR25-064-002,7/8/2025 6:13,6,16.29,16.06,98.6,15.63,312,3.87,0.59,5.12,0.69,5.25,0.04,3.52,109.7,20.1,49.7,42.2,7.21,,40,7.1,6.95,7.25,35,9.8,0.051316961,190.97
TSLP-AR25-064-002-07,AR25-064,AR25-064-002,7/9/2025 6:12,7,17.22,16.67,96.8,16.49,375,5.66,0.54,10.27,1.41,6.51,0.06,2.85,118.3,15.3,46.1,27.7,7.13,,40,7.1,6.95,7.25,35,0,0,197.92
TSLP-AR25-064-002-08,AR25-064,AR25-064-002,7/10/2025 6:23,8,16.19,15.56,96.1,17.56,345,5.84,0.51,6.3,1,5.88,0.05,2.25,117.5,12.8,42.1,34.8,7.09,2650.59,40,7.1,6.95,7.25,35,9.8,0.048088719,203.79
TSLP-AR25-064-002-09,AR25-064,AR25-064-002,7/11/2025 6:23,9,16.93,16.05,94.8,17.84,398,6.84,0.47,10.14,1.81,6.84,0.08,2.09,124.7,13.5,36.6,25.2,7.17,3246.27,40,7.1,6.95,7.25,35,0,0,200.89
TSLP-AR25-064-002-10,AR25-064,AR25-064-002,7/12/2025 6:22,10,15.13,14.13,93.4,18.22,365,7.3,0.45,6.09,1.38,6.51,0.06,1.98,124.1,13.5,32.5,24.2,7.22,4275.465,40,7.1,6.95,7.25,35,8.8,0.04447814,197.85
TSLP-AR25-064-002-11,AR25-064,AR25-064-002,7/13/2025 6:22,11,15.95,14.62,91.6,18.53,416,8.25,0.44,9.06,2.46,7.51,0.11,2.09,132.7,11.4,32.7,21.5,7.15,4839.72,40,7.1,6.95,7.25,35,0,0,203.6
TSLP-AR25-064-002-12,AR25-064,AR25-064-003,7/14/2025 6:12,12,15.95,14.18,88.9,18.22,385,8.6,0.44,5,2.2,7.42,0.06,2.14,129.3,12.6,33.1,25,7.19,5736.36,40,7.1,6.95,7.25,35,7.8,0.038900803,200.51
TSLP-AR25-064-002-13,AR25-064,AR25-064-003,7/15/2025 6:13,13,17.37,15.21,87.6,18.09,437,9.91,0.43,7.56,3.17,8.51,0.12,2.4,137.9,10.9,34.6,27.5,7.1,6446.19,40,7.1,6.95,7.25,35,0,0,205.32
TSLP-AR25-064-002-14,AR25-064,AR25-064-003,7/16/2025 5:35,14,17.55,14.73,84,17.78,407,11.21,0.45,3.98,3.12,9.44,0.05,2.19,136.5,12.2,40.9,38.7,7.08,7032.135,40,7.1,6.95,7.25,35,0,0,199.55
TSLP-AR25-064-003-00,AR25-064,AR25-064-003,7/2/2025 11:56,0,1.2482,1.2252,98.2,15.12,324,0.69,0.69,7.83,1.28,2.8,0.22,6.72,102.8,20.2,49.7,111.1,7.21,75.18855,40,7.1,6.95,7.25,36.5,0,0,199.98
TSLP-AR25-064-003-01,AR25-064,AR25-064-003,7/3/2025 6:33,1,1.9746,1.9344,98,15.6,322,0.89,0.7,7.43,1.18,3.01,0.43,6.6,101.5,19.6,47.9,96.3,7.22,79.986,40,7.1,6.95,7.25,36.5,0,0,197.16
TSLP-AR25-064-003-02,AR25-064,AR25-064-003,7/4/2025 6:22,2,3.5867,3.553,99.1,15.79,315,1.2,0.71,6.63,1.03,3.37,0.74,6.37,101.6,14,34.2,81,7.22,99.68671,40,7.1,6.95,7.25,36.5,0,0,194.32
TSLP-AR25-064-003-03,AR25-064,AR25-064-003,7/5/2025 6:32,3,6.4183,6.3645,99.2,16.05,308,1.79,0.71,5.09,0.82,3.68,1.01,5.79,101.2,10.2,36.6,68.7,7.05,219.1029,40,7.1,6.95,7.25,36.5,7.8,0.040733198,191.49
TSLP-AR25-064-003-04,AR25-064,AR25-064-003,7/6/2025 6:24,4,10.9058,10.7995,99,15.92,362,3.49,0.66,9.47,1.28,5,1.03,4.88,108.3,9,43.2,60.8,6.92,493.8105,40,7.1,6.95,7.25,36.5,0,0,196.08
TSLP-AR25-064-003-05,AR25-064,AR25-064-003,7/7/2025 6:22,5,14.02,13.9,99.1,16.11,336,4.15,0.62,7.17,1.14,5.21,0.51,4.04,108.8,15,50.3,44,7.08,880.5439,40,7.1,6.95,7.25,35,0,0,193.31
TSLP-AR25-064-003-06,AR25-064,AR25-064-003,7/8/2025 6:22,6,17.01,16.66,97.9,15.2,311,3.88,0.59,4.71,0.59,5.05,0.04,3.55,109.3,20.3,50.2,41.6,7.21,,40,7.1,6.95,7.25,35,9.8,0.05144627,190.49
TSLP-AR25-064-003-07,AR25-064,AR25-064-003,7/9/2025 6:23,7,17.56,17.07,97.2,16.44,372,5.17,0.54,9.4,1.29,6.17,0.07,2.8,116.3,15.4,47.5,28.8,7.11,,40,7.1,6.95,7.25,35,0,0,196.84
TSLP-AR25-064-003-08,AR25-064,AR25-064-003,7/10/2025 6:33,8,17.42,16.88,96.9,16.85,337,5.59,0.53,5.69,0.86,5.69,0.05,2.31,118.3,17.6,47.7,31.9,7.17,2650.59,40,7.1,6.95,7.25,35,9.8,0.050795625,192.93
TSLP-AR25-064-003-09,AR25-064,AR25-064-003,7/11/2025 6:32,9,15.95,15.17,95.1,17.57,392,6.06,0.48,9.52,1.44,6.42,0.08,2.02,124,13.7,39.5,24.7,7.14,3246.27,40,7.1,6.95,7.25,35,0,0,199.38
TSLP-AR25-064-003-10,AR25-064,AR25-064-003,7/12/2025 6:34,10,15.18,14.32,94.3,17.98,360,6.64,0.46,5.36,1.1,6.02,0.05,1.86,120.7,13.7,36.1,23.9,7.18,4275.465,40,7.1,6.95,7.25,35,8.8,0.044808799,196.39
TSLP-AR25-064-003-11,AR25-064,AR25-064-003,7/13/2025 6:32,11,16.27,15.02,92.3,18.45,406,7.59,0.44,8.36,2.07,7.03,0.12,1.98,129.6,11.2,33.2,18.8,7.13,4839.72,40,7.1,6.95,7.25,35,0,0,201.92
TSLP-AR25-064-003-12,AR25-064,AR25-064-004,7/14/2025 6:22,12,17,15.3,90,18.1,378,8.23,0.45,4.4,1.91,7.01,0.06,2.09,130.3,13.2,37.8,26.2,7.15,5736.36,40,7.1,6.95,7.25,35,7.8,0.039221602,198.87
TSLP-AR25-064-003-13,AR25-064,AR25-064-004,7/15/2025 6:23,13,16.38,14.6,89.1,17.92,420,9.19,0.43,6.74,2.53,7.86,0.12,2.37,134.9,10.9,35.7,23.4,7.09,6446.19,40,7.1,6.95,7.25,35,0,0,203.51
TSLP-AR25-064-003-14,AR25-064,AR25-064-004,7/16/2025 5:45,14,17.44,14.99,85.9,17.68,399,10.57,0.46,3.18,2.71,8.66,0.04,2.09,135.4,12.1,40.5,31.9,7.08,7032.135,40,7.1,6.95,7.25,35,0,0,197.72
TSLP-AR25-064-004-00,AR25-064,AR25-064-004,7/2/2025 12:07,0,0.6158,0.6079,98.7,15.43,328,0.59,0.71,8.18,1.32,2.72,0.12,6.86,103.5,23.3,63.6,124,7.17,72.24706,40,7.1,6.95,7.25,36.5,0,0,199.98
TSLP-AR25-064-004-01,AR25-064,AR25-064-004,7/3/2025 6:42,1,0.9769,0.9597,98.2,15.96,330,0.75,0.72,8,1.23,2.85,0.24,6.83,102.1,22.1,49.8,106.8,7.25,69.89235,40,7.1,6.95,7.25,36.5,0,0,197.18
TSLP-AR25-064-004-02,AR25-064,AR25-064-004,7/4/2025 6:32,2,1.7262,1.6939,98.1,15.94,331,0.92,0.72,7.6,1.1,3.11,0.45,6.71,102.1,20.9,50,103,7.23,75.6705,40,7.1,6.95,7.25,36.5,0,0,194.34
TSLP-AR25-064-004-03,AR25-064,AR25-064-004,7/5/2025 6:42,3,3.3958,3.3563,98.8,15.77,315,1.32,0.72,6.77,0.86,3.41,0.65,6.35,100.6,16.5,43.7,70.5,7.18,99.6072,40,7.1,6.95,7.25,36.5,7.8,0.040728944,191.51
TSLP-AR25-064-004-04,AR25-064,AR25-064-004,7/6/2025 6:34,4,6.0156,5.9345,98.7,15.97,389,2.47,0.68,12.21,1.46,5,1.05,5.85,109.4,7.6,30.8,76.8,7,210.2857,40,7.1,6.95,7.25,36.5,0,0,196.5
TSLP-AR25-064-004-05,AR25-064,AR25-064-004,7/7/2025 6:32,5,8.28,8.17,98.7,16.07,376,3.79,0.65,10.54,1.35,5.27,0.97,5.27,108.2,8.6,37.6,65.3,6.97,430.9785,40,7.1,6.95,7.25,35,0,0,193.71
TSLP-AR25-064-004-06,AR25-064,AR25-064-004,7/8/2025 6:33,6,11.35,11.21,98.7,15.75,353,4.37,0.63,8.98,1.33,5.48,0.48,4.62,108,13.4,44.7,51,7.08,,40,7.1,6.95,7.25,35,9.8,0.051335778,190.9
TSLP-AR25-064-004-07,AR25-064,AR25-064-004,7/9/2025 6:33,7,11.93,11.46,96,16.58,436,6.1,0.57,14.89,2.11,6.76,0.27,4.08,116.9,12.8,44.7,41.8,7.06,,40,7.1,6.95,7.25,35,0,0,197.88
TSLP-AR25-064-004-08,AR25-064,AR25-064-004,7/10/2025 6:44,8,12.07,11.56,95.7,17.23,409,7.99,0.55,12.51,2.18,6.82,0.07,3.63,118.1,17.8,52.6,47.7,7.14,1562.775,40,7.1,6.95,7.25,35,9.8,0.050502448,194.05
TSLP-AR25-064-004-09,AR25-064,AR25-064-004,7/11/2025 6:43,9,13.08,12.6,96.3,17.97,475,9.83,0.5,17.07,2.84,7.65,0.1,3.39,124.6,16.4,53.9,30,7.09,1944.75,40,7.1,6.95,7.25,35,0,0,201.05
TSLP-AR25-064-004-10,AR25-064,AR25-064-004,7/12/2025 6:43,10,11.81,11.16,94.5,18.34,449,10.83,0.47,13.86,3.28,7.42,0.09,3.08,123.9,16.8,49.1,37.7,7.14,2750.67,40,7.1,6.95,7.25,35,8.8,0.044401837,198.19
TSLP-AR25-064-004-11,AR25-064,AR25-064-004,7/13/2025 6:42,11,13.47,12.6,93.5,18.24,507,12.21,0.45,17.16,4.29,8.25,0.13,3.3,131.2,17.7,58.8,37,7.08,3197.31,40,7.1,6.95,7.25,35,0,0,204.13
TSLP-AR25-064-004-12,AR25-064,AR25-064-005,7/14/2025 6:32,12,13.54,11.84,87.5,17.72,480,12.49,0.44,13.73,4.99,8.25,0.14,3.23,130.4,17.4,56.9,38.2,7.09,4043.58,40,7.1,6.95,7.25,35,7.8,0.038753913,201.27
TSLP-AR25-064-004-13,AR25-064,AR25-064-005,7/15/2025 6:33,13,14.75,13.02,88.3,17.67,529,13.69,0.43,16.09,5.9,8.99,0.18,3.67,136.9,13.7,52.7,45.7,7.02,4572.885,40,7.1,6.95,7.25,35,0,0,206.21
TSLP-AR25-064-004-14,AR25-064,AR25-064-005,7/16/2025 5:55,14,15.53,12.98,83.6,16.95,511,15.26,0.46,13.1,6.09,10.85,0.26,3.13,136.3,12,51.3,45.1,6.97,4994.955,40,7.1,6.95,7.25,35,0,0,200.56
TSLP-AR25-064-005-00,AR25-064,AR25-064-005,7/2/2025 12:17,0,1.1936,1.1858,99.3,15.49,327,0.7,0.7,7.87,1.27,2.81,0.23,6.76,103.9,21.7,54.5,99.8,7.2,73.8954,40,7.1,6.95,7.25,36.5,0,0,199.98
TSLP-AR25-064-005-01,AR25-064,AR25-064-005,7/3/2025 6:52,1,1.8942,1.8648,98.4,15.63,319,0.89,0.71,7.44,1.2,2.97,0.45,6.67,102.1,19.2,47,83.8,7.22,76.1367,40,7.1,6.95,7.25,36.5,0,0,197.16
TSLP-AR25-064-005-02,AR25-064,AR25-064-005,7/4/2025 6:42,2,3.4898,3.4424,98.6,15.79,318,1.19,0.71,6.57,1.01,3.3,0.75,6.34,101.2,14.4,35.9,81.4,7.21,100.0735,40,7.1,6.95,7.25,36.5,0,0,194.32
TSLP-AR25-064-005-03,AR25-064,AR25-064-005,7/5/2025 6:52,3,6.0056,5.9532,99.1,15.98,300,1.77,0.71,5.14,0.84,3.66,1.01,5.82,101.1,10.2,36.4,68,7.05,226.2229,40,7.1,6.95,7.25,36.5,7.8,0.040733198,191.49
TSLP-AR25-064-005-04,AR25-064,AR25-064-005,7/6/2025 6:44,4,10.3007,10.1837,98.9,15.98,368,3.47,0.65,9.76,1.31,4.96,1.09,4.93,109.5,8.8,42.2,62.4,6.92,489.6846,40,7.1,6.95,7.25,36.5,0,0,196.55
TSLP-AR25-064-005-05,AR25-064,AR25-064-005,7/7/2025 6:42,5,13.34,13.21,99.1,16.18,343,4.28,0.62,7.58,1.29,5.24,0.62,4.14,110.3,14.1,47.8,48.9,7.07,877.4763,40,7.1,6.95,7.25,35,0,0,193.77
TSLP-AR25-064-005-06,AR25-064,AR25-064-005,7/8/2025 6:44,6,15.58,15.14,97.1,15.38,319,3.77,0.59,5.12,0.73,5.14,0.05,3.54,110.2,20.2,47.5,44.1,7.23,,40,7.1,6.95,7.25,35,9.8,0.051325024,190.94
TSLP-AR25-064-005-07,AR25-064,AR25-064-005,7/9/2025 6:43,7,17.3,16.76,96.8,16.71,376,5.17,0.53,10.06,1.46,6.28,0.09,2.82,117.4,14.4,41.3,31.7,7.15,,40,7.1,6.95,7.25,35,0,0,197.86
TSLP-AR25-064-005-08,AR25-064,AR25-064-005,7/10/2025 6:55,8,17.18,16.59,96.6,17.11,342,5.57,0.51,6.19,0.95,5.83,0.07,2.24,117.3,15.8,37.2,30.8,7.23,2819.745,40,7.1,6.95,7.25,35,9.8,0.050551945,193.86
TSLP-AR25-064-005-09,AR25-064,AR25-064-005,7/11/2025 6:53,9,15.5,14.76,95.2,17.97,398,6.27,0.48,10.44,1.73,6.76,0.1,2.03,127.2,12,34.2,25.4,7.15,3283.17,40,7.1,6.95,7.25,35,0,0,200.67
TSLP-AR25-064-005-10,AR25-064,AR25-064-005,7/12/2025 6:53,10,16.12,15.16,94,18.11,368,7.17,0.47,6.29,1.39,6.43,0.07,1.94,126.5,12.7,31.2,19,7.22,4435.17,40,7.1,6.95,7.25,35,8.8,0.04455245,197.52
TSLP-AR25-064-005-11,AR25-064,AR25-064-005,7/13/2025 6:52,11,15.34,14.02,91.4,18.41,425,7.95,0.44,9.25,2.35,7.25,0.13,2,130.8,11,32,25.7,7.14,4749.24,40,7.1,6.95,7.25,35,0,0,203.16
TSLP-AR25-064-005-12,AR25-064,AR25-064-006,7/14/2025 6:42,12,17,15.04,88.5,18.25,391,8.66,0.45,5.36,2.29,7.27,0.08,2.13,133.5,11.9,31.3,27.8,7.19,6119.625,40,7.1,6.95,7.25,35,7.8,0.039011704,199.94
TSLP-AR25-064-005-13,AR25-064,AR25-064-006,7/15/2025 6:45,13,16.68,14.56,87.3,17.93,438,9.51,0.43,7.85,2.95,8.07,0.11,2.43,137.6,10.6,33.4,31.4,7.11,6372.33,40,7.1,6.95,7.25,35,0,0,204.63
TSLP-AR25-064-005-14,AR25-064,AR25-064-006,7/16/2025 6:05,14,17.36,14.51,83.6,17.73,414,10.8,0.46,4.25,3.12,9.28,0.06,2.05,138.8,9.9,30.5,34.4,7.12,7064.235,40,7.1,6.95,7.25,35,0,0,198.7
TSLP-AR25-064-006-00,AR25-064,AR25-064-006,7/2/2025 12:27,0,1.203,1.1721,97.4,15.14,323,0.7,0.69,7.76,1.25,2.79,0.23,6.7,103.4,20.3,42.4,103.8,7.28,74.63235,40,7.2,7.05,7.35,36.5,0,0,199.98
TSLP-AR25-064-006-01,AR25-064,AR25-064-006,7/3/2025 7:02,1,1.8913,1.8612,98.4,15.62,325,0.89,0.7,7.39,1.16,3.02,0.47,6.62,101.1,16.8,30.2,94.2,7.35,75.05445,40,7.2,7.05,7.35,36.5,0,0,197.16
TSLP-AR25-064-006-02,AR25-064,AR25-064-006,7/4/2025 6:52,2,3.4151,3.3714,98.7,15.84,317,1.21,0.7,6.54,1.05,3.41,0.8,6.35,100.5,11.4,22.9,82.7,7.3,92.6625,40,7.2,7.05,7.35,36.5,0,0,194.33
TSLP-AR25-064-006-03,AR25-064,AR25-064-006,7/5/2025 7:02,3,5.9374,5.9008,99.4,16.06,302,1.81,0.72,5.09,0.83,3.67,1.04,5.82,101.8,9.4,35.3,71.4,7.03,219.7579,40,7.2,7.05,7.35,36.5,7.8,0.040733198,191.49
TSLP-AR25-064-006-04,AR25-064,AR25-064-006,7/6/2025 6:54,4,10.3768,10.2289,98.6,15.94,375,3.38,0.65,9.57,1.4,5.07,1.38,4.96,116.1,11.7,45.5,60.3,7.01,472.3684,40,7.2,7.05,7.35,36.5,0,0,197.01
TSLP-AR25-064-006-05,AR25-064,AR25-064-006,7/7/2025 6:52,5,13.96,13.8,98.9,16.17,352,3.88,0.61,7.03,1.34,5.26,0.98,3.98,116.4,16.9,50.7,49.6,7.13,881.1475,40,7.2,7.05,7.35,35,0,0,194.32
TSLP-AR25-064-006-06,AR25-064,AR25-064-006,7/8/2025 6:54,6,17.47,17.14,98.1,15.39,322,2.87,0.58,4.7,0.95,5.18,0.09,3.39,117.6,28,49.8,42.9,7.35,,40,7.2,7.05,7.35,35,9.8,0.051177607,191.49
TSLP-AR25-064-006-07,AR25-064,AR25-064-006,7/9/2025 6:53,7,17.42,16.97,97.4,16.77,382,4.78,0.52,9.62,1.54,6.31,0.11,2.64,125.1,20.7,45.2,30.5,7.27,,40,7.2,7.05,7.35,35,0,0,198.44
TSLP-AR25-064-006-08,AR25-064,AR25-064-006,7/10/2025 7:13,8,18.55,17.89,96.4,17.08,341,4.76,0.49,5.39,0.94,6.05,0.09,1.94,125.3,21.3,38.6,26.2,7.35,2788.395,40,7.2,7.05,7.35,35,9.8,0.050130441,195.49
TSLP-AR25-064-006-09,AR25-064,AR25-064-006,7/11/2025 7:03,9,18.19,17.42,95.8,17.89,397,5.38,0.46,9.17,1.72,6.78,0.11,1.72,132,15.7,32,21.7,7.3,3466.155,40,7.2,7.05,7.35,35,0,0,202.24
TSLP-AR25-064-006-10,AR25-064,AR25-064-006,7/12/2025 7:04,10,18.03,17.09,94.8,17.96,362,6.08,0.45,4.63,1.19,6.43,0.07,1.62,131.1,15.7,28.5,19.3,7.34,4591.62,40,7.2,7.05,7.35,35,8.8,0.044216662,199.02
TSLP-AR25-064-006-11,AR25-064,AR25-064-006,7/13/2025 7:02,11,18.08,16.71,92.4,18.25,410,6.74,0.43,7.24,2.08,7.22,0.12,1.61,136.3,13.7,30.5,11.9,7.26,5069.445,40,7.2,7.05,7.35,35,0,0,204.6
TSLP-AR25-064-006-12,AR25-064,AR25-064-007,7/14/2025 6:52,12,17.46,15.67,89.7,18.1,378,7.54,0.44,3.19,1.74,7.25,0.08,1.77,138.1,15.1,30.5,21.1,7.3,5901.495,40,7.2,7.05,7.35,35,7.8,0.038734668,201.37
TSLP-AR25-064-006-13,AR25-064,AR25-064-007,7/15/2025 6:56,13,17.96,16.12,89.7,18.06,423,8.36,0.43,5.51,2.51,8.06,0.13,2.06,143.7,12.5,30.5,23.4,7.22,6730.875,40,7.2,7.05,7.35,35,0,0,205.99
TSLP-AR25-064-006-14,AR25-064,AR25-064-007,7/16/2025 5:02,14,18.62,15.96,85.7,17.33,401,9.81,0.44,1.67,2.52,9.48,0.05,1.78,143.5,15.1,37.4,28.7,7.21,7466.76,40,7.2,7.05,7.35,35,0,0,200.02
TSLP-AR25-064-007-00,AR25-064,AR25-064-007,7/2/2025 12:37,0,1.2791,1.2633,98.8,15.45,325,0.71,0.7,7.83,1.26,2.8,0.23,6.77,103.7,21.4,52.5,98.7,7.22,73.21845,40,7.1,6.95,7.25,36.5,0,0,199.98
TSLP-AR25-064-007-01,AR25-064,AR25-064-007,7/3/2025 6:02,1,1.8999,1.8748,98.7,15.82,326,0.89,0.7,7.48,1.26,3.01,0.43,6.58,101.3,19.7,48.2,94.5,7.22,76.8306,40,7.1,6.95,7.25,36.5,0,0,197.16
TSLP-AR25-064-007-02,AR25-064,AR25-064-007,7/4/2025 7:02,2,3.4884,3.4381,98.6,15.87,315,1.21,0.71,6.56,1.02,3.32,0.77,6.35,100.9,13.5,31.9,81.8,7.23,77.32124,40,7.1,6.95,7.25,36.5,0,0,194.32
TSLP-AR25-064-007-03,AR25-064,AR25-064-007,7/5/2025 7:13,3,6.8346,6.7843,99.3,15.97,302,1.8,0.71,5.08,0.69,3.71,1.02,5.78,102.4,9.8,36.8,71.7,7.03,242.8692,40,7.1,6.95,7.25,36.5,7.8,0.040733198,191.49
TSLP-AR25-064-007-04,AR25-064,AR25-064-007,7/6/2025 7:04,4,12.2681,12.1425,99,15.53,359,3.04,0.65,9.56,1.29,4.82,1.05,4.76,109.1,9.1,44.9,58.4,6.91,522.0207,40,7.1,6.95,7.25,36.5,0,0,196.55
TSLP-AR25-064-007-05,AR25-064,AR25-064-007,7/7/2025 7:02,5,14.42,14.26,98.9,16.02,338,4,0.62,7.07,1.2,5.14,0.6,3.92,111.2,14.8,48.9,50.1,7.08,964.2474,40,7.1,6.95,7.25,35,0,0,193.82
TSLP-AR25-064-007-06,AR25-064,AR25-064-007,7/8/2025 7:14,6,19.04,18.75,98.5,15.24,309,3.7,0.58,4.56,0.56,5.07,0.05,3.43,111.5,21.1,49.6,47.1,7.23,,40,7.1,6.95,7.25,35,9.8,0.051311587,190.99
TSLP-AR25-064-007-07,AR25-064,AR25-064-007,7/9/2025 7:03,7,18.43,18.08,98.1,16.11,383,4.37,0.53,9.98,1.31,5.87,0.1,2.82,118.3,15.3,46.2,34.6,7.13,,40,7.1,6.95,7.25,35,0,0,197.95
TSLP-AR25-064-007-08,AR25-064,AR25-064-007,7/10/2025 7:25,8,17.46,16.92,96.9,16.83,343,5.66,0.51,6.29,0.99,5.85,0.07,2.25,119.2,16.3,42.6,28.3,7.19,2757.33,40,7.1,6.95,7.25,35,9.8,0.050243527,195.05
