Code_Execution_Date,Bioreactor,Day,Date,VOLUME_L,IGG--STATE_SP,NORMALIZED_BOLUS_FEED--INPUT_REF,TEMPERATURE_SETPOINT--INPUT_REF,PH_SETPOINT--INPUT_REF,IGG--STATE_DATA,VCC--STATE_DATA,VIABILITY--STATE_DATA,GLUTAMATE--STATE_DATA,AMMONIUM--STATE_DATA,NORMALIZED_BOLUS_FEED--INPUT_DATA,TEMPERATURE_SETPOINT--INPUT_DATA,PH_SETPOINT--INPUT_DATA,IGG--STATE_PRED,VCC--STATE_PRED,VIABILITY--STATE_PRED,GLUTAMATE--STATE_PRED,AMMONIUM--STATE_PRED,IGG--STATE_EST,VCC--STATE_EST,VIABILITY--STATE_EST,GLUTAMATE--STATE_EST,AMMONIUM--STATE_EST,IGG--STATE_MOD,VCC--STATE_MOD,VIABILITY--STATE_MOD,GLUTAMATE--STATE_MOD,AMMONIUM--STATE_MOD
2025-10-23,FER437,0,,750.0,23.9,0.0,36.5,7.1,23.9,0.61,100.0,2.8,0.49,0.0,36.5,7.1,23.9,0.61,100.0,2.8,0.49,23.9,0.61,100.0,2.8,0.49,3.2361668900193764e-15,0.0,0.0,0.0,0.0
2025-10-23,FER437,1,,748.5,38.5,0.0,36.63553733537136,7.120436468846364,32.72672,0.9598880000000001,99.2048,2.9908479999999997,0.656992,0.0,36.5,7.1,32.72672,0.9598880000000001,99.20480000000002,2.9908479999999997,0.656992,-89.49635894989781,2.0585072785801843,100.6623656894151,3.3403890486372445,0.8855858940198946,111.33300261546194,-0.5493096392900921,-0.7287828447075455,-0.1747705243186224,-0.1142969470099473
2025-10-23,FER437,2,,745.5,73.5,0.036699085432102325,36.693734520346936,7.1292341122372695,59.821792256,2.0494010624,99.04194304,3.2207816704,1.0490319616,0.05999999999312295,37.05994372459227,7.176691792831847,59.821792256,2.0494010624,99.04194304,3.2207816704,1.0490319616,60.21722802725191,1.9547808778124949,99.1567463975198,3.2583285715300825,0.9029232359420246,43.261214433185174,-0.5019995469963396,-0.7861845234674405,-0.1935439748836636,-0.04124258418095966
2025-10-23,FER437,3,,740.0,115.6,0.00951231222474097,36.719113543755576,7.133129830046444,,,,,,0.06,37.499999999986045,7.288266768115945,91.42845742692909,7.172289481845365,100.3636255933575,4.871740423828036,1.0824207348870145,,,,,,,,,,
2025-10-23,FER437,4,,740.0,218.4,1.6406089646904043e-16,36.73564532906724,7.135655773765875,,,,,,1.2208890478253189e-11,37.5,7.3,187.12519311799122,11.250191257820772,100.77352388230028,5.523303170136172,1.413743067063362,,,,,,,,,,
2025-10-23,FER437,5,,740.0,398.4,1.6406089646904043e-16,36.73564532906724,7.135655773765875,,,,,,5.304895046852725e-12,37.5,7.3,382.01736097451567,10.347836647109753,98.61569762063478,4.426557196184532,2.1321340789081304,,,,,,,,,,
2025-10-23,FER437,6,,740.0,713.8,1.6406089646904043e-16,36.73564532906724,7.135655773765875,,,,,,5.304895046852725e-12,37.5,7.3,663.9146352234335,9.820678565168722,96.45373828104638,4.213945928970396,2.5469900388253617,,,,,,,,,,
2025-10-23,FER437,7,,740.0,1068.4,1.6406089646904043e-16,36.73564532906724,7.135655773765875,,,,,,5.304895046852725e-12,37.5,7.3,,,,,,,,,,,,,,,
2025-10-23,FER437,8,,740.0,1537.9,1.6406089646904043e-16,36.73564532906724,7.135655773765875,,,,,,5.304895046852725e-12,37.5,7.3,,,,,,,,,,,,,,,
2025-10-23,FER437,9,,740.0,1941.5,1.6406089646904043e-16,36.73564532906724,7.135655773765875,,,,,,5.304895046852725e-12,37.5,7.3,,,,,,,,,,,,,,,
2025-10-23,FER437,10,,740.0,2337.8,1.6406089646904043e-16,36.73564532906724,7.135655773765875,,,,,,5.304895046852725e-12,37.5,7.3,,,,,,,,,,,,,,,
2025-10-23,FER437,11,,740.0,2603.3,1.6406089646904043e-16,36.73564532906724,7.135655773765875,,,,,,5.304895046852725e-12,37.5,7.3,,,,,,,,,,,,,,,
2025-10-23,FER437,12,,740.0,2902.5,1.6406089646904043e-16,36.73564532906724,7.135655773765875,,,,,,5.304895046852725e-12,37.5,7.3,,,,,,,,,,,,,,,
2025-10-23,FER437,13,,740.0,3102.2,1.6406089646904043e-16,36.73564532906724,7.135655773765875,,,,,,5.304895046852725e-12,37.5,7.3,,,,,,,,,,,,,,,
2025-10-23,FER437,14,,740.0,3225.0,1.6406089646904043e-16,36.73564532906724,7.135655773765875,,,,,,5.304895046852725e-12,37.5,7.3,,,,,,,,,,,,,,,
