,Batch,Day,IGG,VCC,Viability,Glutamate,Ammonium,Normalized_Bolus_Feed,Temperature_setpoint,pH_setpoint
0,AR25-064-002,0,72.87315,1.2037,99.2,2.69,0.74,0.0,36.5,7.1
1,AR25-064-002,1,-46.51595344052028,2.2104442843947916,99.38943403280786,3.0103546058879256,1.516460552602933,0.0,36.5,7.1
2,AR25-064-002,2,-40.71456416456527,3.3427272117055487,99.63751682395396,3.4766431730579788,2.3774874672667763,0.0,36.5,7.1
3,AR25-064-002,3,97.00431796602732,4.7251003910822105,99.88473283819438,4.025038694742969,3.223474468222804,0.040722564,36.5,7.1
4,AR25-064-002,4,-17.69181142442273,6.757458126587915,99.32017475886977,4.780526797737591,3.878035937816022,0.0,36.5,7.1
5,AR25-064-002,5,500.57910952480546,9.703942913861457,99.55212591773105,5.281666821406673,4.110910030671359,0.0,35.0,7.1
6,AR25-064-002,6,1043.9308520566108,11.331977525018006,99.43369634675102,5.192330630073887,4.796501256121774,0.051316961,35.0,7.1
7,AR25-064-002,7,1162.3793448701588,12.320026175342393,98.14550443633446,5.601556690491,5.898919639966134,0.0,35.0,7.1
8,AR25-064-002,8,1922.4441670629233,12.956340940396881,97.76564522348053,5.940923724506262,7.105629160971194,0.048088719,35.0,7.1
9,AR25-064-002,9,2248.609325183154,13.166604501674659,96.17416772485647,6.608115542848847,8.460473105212866,0.0,35.0,7.1
10,AR25-064-002,10,3141.474294784838,13.192824442968872,95.33541158710864,7.083991266704448,9.695478633422763,0.04447814,35.0,7.1
11,AR25-064-002,11,3599.269766927163,12.934778323956317,93.28988491581023,7.751018362286063,10.876382982498502,0.0,35.0,7.1
12,AR25-064-002,12,4546.861188810349,12.591916094562572,91.87032799495967,8.140242600847227,11.776517150883713,0.038900803,35.0,7.1
13,AR25-064-002,13,5078.134822650446,12.03216511066186,89.32159597720872,8.606147485519454,12.48215347801953,0.0,35.0,7.1
14,AR25-064-002,14,5998.792218475661,11.408309927004694,87.263356702784,8.747996814169179,12.812264708798134,0.0,35.0,7.1
15,AR25-064-003,0,73.21845,1.2252,98.9,2.79,0.75,0.0,36.5,7.1
16,AR25-064-003,1,-30.529668344344433,2.4586102210762926,99.0883463130308,3.0593456510164225,1.3825063168014269,0.0,36.5,7.1
17,AR25-064-003,2,-3.080906805020467,3.8340605573649875,99.32760711422594,3.467126157610011,2.094908600251459,0.0,36.5,7.1
18,AR25-064-003,3,162.26509730229483,5.462466926098196,99.55578575821453,3.9520702068603573,2.7938698742440864,0.040733198,36.5,7.1
19,AR25-064-003,4,80.53249012682271,7.729723468885615,98.95933995414745,4.641593446008427,3.308660162025989,0.0,36.5,7.1
20,AR25-064-003,5,636.2718367105001,10.885992141346557,99.14481735736797,5.076318507756704,3.4139115990021485,0.0,35.0,7.1
21,AR25-064-003,6,1219.9147061726608,12.685146499519519,98.96339417520788,4.922087824966143,3.9881374189195737,0.05144627,35.0,7.1
22,AR25-064-003,7,1378.2049034309962,13.794333813707267,97.59233415677596,5.270155893882969,4.998201026896704,0.0,35.0,7.1
23,AR25-064-003,8,2178.022966228299,14.491913240094961,97.11497229914349,5.5521221275645445,6.132999616601646,0.050795625,35.0,7.1
24,AR25-064-003,9,2513.574366337529,14.714771339582917,95.35948039613945,6.1792321197919,7.431435179076219,0.0,35.0,7.1
25,AR25-064-003,10,3440.8196905124596,14.713432635753819,94.40356206293903,6.60551954715448,8.614074595055696,0.044808799,35.0,7.1
26,AR25-064-003,11,3921.5631004225706,14.362198270894417,92.22058970763199,7.227490301536988,9.758329490643371,0.0,35.0,7.1
27,AR25-064-003,12,4885.003918287054,13.85920310394184,90.66078876667201,7.573751106202582,10.635827149079143,0.039221602,35.0,7.1
28,AR25-064-003,13,5415.520475807904,13.072188945719075,87.96032740546934,8.002281610586394,11.332367628699085,0.0,35.0,7.1
29,AR25-064-003,14,6323.238269992267,12.159323139958067,85.75819364279828,8.10947488660799,11.663518695653321,0.0,35.0,7.1
30,AR25-064-004,0,75.18855,0.6078999999999999,98.9,2.8099999999999996,0.69,0.0,36.5,7.1
31,AR25-064-004,1,-71.92833613814541,1.893760424454757,99.08469247244422,3.0151123595096614,1.2450222715947188,0.0,36.5,7.1
32,AR25-064-004,2,-86.33447950565261,3.2936412011626843,99.3405040371247,3.3784059946235985,1.9115797285284792,0.0,36.5,7.1
33,AR25-064-004,3,38.49061782984788,4.926628968956138,99.60455035098128,3.836203037263102,2.591506561037565,0.040728944,36.5,7.1
34,AR25-064-004,4,-82.28084509311971,7.1866065640796695,99.06256558817132,4.5137515891582485,3.109742264780106,0.0,36.5,7.1
