Batch,Day,IGG,VCC,Viability,Diameter,Ammonium,Glutamate,Normalized_Bolus_Feed,Temperature,pH_setpoint,pH_setpoint,Temperature Shift Day,Feed %,Process Type
MPC25-001-017,3,-27.82706424,3.818583172,98.1489975,16.14593961,3.351116324,3.386567676,0.045772459,36.5,6.9,6.9,4,27,Simulation
MPC25-001-017,4,121.081273,6.112739509,98.45210634,16.16211925,4.04087913,4.413199922,0,35,6.9,6.9,4,27,Simulation
MPC25-001-017,5,502.6806258,7.127044236,98.03300297,16.10531879,4.641789506,4.525799779,0,35,6.9,6.9,4,27,Simulation
MPC25-001-017,6,870.4085851,7.72998661,97.46955818,16.42754593,5.59918686,4.408297149,0.057134467,35,6.9,6.9,4,27,Simulation
MPC25-001-017,7,1261.474638,8.676371081,97.19456632,16.7349228,6.468241775,4.257964885,0,35,6.9,6.9,4,27,Simulation
MPC25-001-017,8,1725.296101,8.880007137,96.16545817,17.41053663,7.535161577,4.244485078,0.057683692,35,6.9,6.9,4,27,Simulation
MPC25-001-017,9,2261.374454,9.574790485,95.40343038,17.70749743,8.269980525,4.534713663,0,35,6.9,6.9,4,27,Simulation
MPC25-001-017,10,2901.893619,9.795602328,93.84797841,18.07186089,8.962295221,4.899583361,0.052575037,35,6.9,6.9,4,27,Simulation
MPC25-001-017,11,3616.029735,10.65376069,92.42631874,17.98816232,9.168119262,5.157780652,0,35,6.9,6.9,4,27,Simulation
MPC25-001-017,12,4409.826966,11.09854448,90.08476016,18.07274385,9.186375659,4.936994183,0.047070341,35,6.9,6.9,4,27,Simulation
MPC25-001-017,13,5244.463272,11.92064647,87.57780889,17.97263957,8.600681659,4.148045457,0,35,6.9,6.9,4,27,Simulation
MPC25-001-017,14,6127.968926,12.03452729,83.90518772,18.20129222,7.588168378,2.674323675,0,35,6.9,6.9,4,27,Simulation
MPC25-001-018,0,74.63235,0.5,98.8,15.14,0.7,2.72,0,36.5,7.3,7.3,6,27,Simulation
MPC25-001-018,1,-76.33728129,1.513511144,99.22048568,15.30360819,1.51685342,2.598339378,0,36.5,7.3,7.3,6,27,Simulation
MPC25-001-018,2,-163.3317981,2.783594712,99.67024923,15.65781442,2.374130099,2.752178174,0,36.5,7.3,7.3,6,27,Simulation
MPC25-001-018,3,-145.6693313,4.422802386,100.1493501,15.98921333,3.197348751,3.424615738,0.045772459,36.5,7.3,7.3,6,27,Simulation
MPC25-001-018,4,17.72053456,7.261404506,100.9959764,15.92230836,3.631607301,4.477471322,0,36.5,7.3,7.3,6,27,Simulation
MPC25-001-018,5,354.7321552,10.45117499,101.3157507,15.92526321,4.022282182,5.649910349,0,36.5,7.3,7.3,6,27,Simulation
MPC25-001-018,6,832.7386028,14.11279658,101.5012078,15.88392114,4.456008829,6.979550589,0.057134467,35,7.3,7.3,6,27,Simulation
MPC25-001-018,7,1541.326244,17.40768783,101.6310865,15.50203472,4.529737062,7.046503373,0,35,7.3,7.3,6,27,Simulation
MPC25-001-018,8,2282.102099,19.62434782,100.7308432,16.06926311,5.1320676,6.446741794,0.057683692,35,7.3,7.3,6,27,Simulation
MPC25-001-018,9,3058.793828,21.5794391,99.79963194,16.85063452,5.794816663,5.951434598,0,35,7.3,7.3,6,27,Simulation
MPC25-001-018,10,3932.256015,22.19911655,97.86416342,17.98400133,6.7527821,6.006898539,0.052575037,35,7.3,7.3,6,27,Simulation
MPC25-001-018,11,4898.821117,22.78451182,96.01574895,18.53733086,7.477645239,6.804492191,0,35,7.3,7.3,6,27,Simulation
MPC25-001-018,12,5968.775595,22.6118705,93.37726957,18.84857155,8.248196475,7.880742867,0.047070341,35,7.3,7.3,6,27,Simulation
MPC25-001-018,13,7079.773378,22.73331086,90.83350908,18.56596605,8.738246637,8.706070138,0,35,7.3,7.3,6,27,Simulation
MPC25-001-018,14,8201.73903,22.13427497,87.44446171,18.45481489,9.302237582,8.668181934,0,35,7.3,7.3,6,27,Simulation
MPC25-001-019,0,78.40981,0.5,99.2,14.95,0.59,2.78,0,36.5,6.9,6.9,4,17,Simulation
MPC25-001-019,1,-77.48642177,1.233964125,98.91753073,15.40788746,1.565999209,2.030474882,0,36.5,6.9,6.9,4,17,Simulation
MPC25-001-019,2,-187.5422048,1.856605964,98.65792303,16.1444896,2.674714751,1.886026353,0,36.5,6.9,6.9,4,17,Simulation
MPC25-001-019,3,-190.813253,2.673045436,98.50156918,16.70781135,3.751806526,2.726400508,0.028998269,36.5,6.9,6.9,4,17,Simulation
MPC25-001-019,4,-46.21196012,4.498472027,98.73399501,16.67533091,4.517700127,4.335115439,0,35,6.9,6.9,4,17,Simulation
MPC25-001-019,5,333.2835311,5.445355885,98.51846637,16.26759488,5.104541634,5.013621992,0,35,6.9,6.9,4,17,Simulation
MPC25-001-019,6,690.6311364,6.257413569,98.22652663,16.22076051,6.044564957,5.09814255,0.036418113,35,6.9,6.9,4,17,Simulation
MPC25-001-019,7,1043.21074,7.21547165,98.07410913,16.44722775,7.112140146,4.793380526,0,35,6.9,6.9,4,17,Simulation
MPC25-001-019,8,1435.632934,7.495338125,97.36660693,17.18589074,8.47426781,4.485772879,0.037089794,35,6.9,6.9,4,17,Simulation
MPC25-001-019,9,1892.774451,7.896512651,96.76545953,17.80860983,9.715079835,4.578511737,0,35,6.9,6.9,4,17,Simulation
MPC25-001-019,10,2459.65355,7.932251374,95.61841156,18.40768202,10.92672114,5.072351062,0.034043806,35,6.9,6.9,4,17,Simulation
MPC25-001-019,11,3129.826375,8.500154709,94.54507637,18.52276383,11.75222667,5.780110898,0,35,6.9,6.9,4,17,Simulation
MPC25-001-019,12,3906.782052,9.047973132,92.85131533,18.55327537,12.36037556,6.231412079,0.030700331,35,6.9,6.9,4,17,Simulation
MPC25-001-019,13,4756.530636,10.10936106,90.97323192,18.381027,12.48869867,6.113762707,0,35,6.9,6.9,4,17,Simulation
MPC25-001-019,14,5676.185254,10.89124223,88.17316615,18.48686582,12.2618777,5.202404673,0,35,6.9,6.9,4,17,Simulation
MPC25-001-020,0,74.33415,1.5,98.5,15.27,0.71,2.8,0,36.5,7.3,7.3,6,17,Simulation
MPC25-001-020,1,19.42684358,2.999323504,98.82166147,15.26520713,1.187410596,2.896711672,0,36.5,7.3,7.3,6,17,Simulation
MPC25-001-020,2,30.7931292,4.792378541,99.11433036,15.44903002,1.687053847,3.100307367,0,36.5,7.3,7.3,6,17,Simulation
MPC25-001-020,3,137.6276948,6.881404992,99.35737385,15.69282754,2.180056909,3.638385709,0.028998269,36.5,7.3,7.3,6,17,Simulation
MPC25-001-020,4,371.2788735,9.750613405,99.76045954,15.72612477,2.452517176,4.511146996,0,36.5,7.3,7.3,6,17,Simulation
MPC25-001-020,5,753.5441783,12.85027885,99.76660986,15.79772363,2.737281591,5.60957322,0,36.5,7.3,7.3,6,17,Simulation
MPC25-001-020,6,1264.040093,16.25786943,99.64216122,15.8021606,3.118064324,6.960081559,0.036418113,35,7.3,7.3,6,17,Simulation
MPC25-001-020,7,1983.540991,18.87369641,99.35029037,15.51032804,3.342123168,7.193609738,0,35,7.3,7.3,6,17,Simulation
MPC25-001-020,8,2699.920251,20.45504864,98.34455796,15.99299416,4.177525688,6.885934402,0.037089794,35,7.3,7.3,6,17,Simulation
MPC25-001-020,9,3417.699022,21.47360104,97.29925506,16.74600317,5.338994564,6.693255368,0,35,7.3,7.3,6,17,Simulation
MPC25-001-020,10,4183.549108,21.27945157,95.6433734,17.76920456,6.964616048,7.035541802,0.034043806,35,7.3,7.3,6,17,Simulation
MPC25-001-020,11,5002.785153,20.82481142,94.13986483,18.37501132,8.692196671,8.069741157,0,35,7.3,7.3,6,17,Simulation
MPC25-001-020,12,5886.638619,19.77549441,92.26539043,18.74739964,10.68984417,9.425211603,0.030700331,35,7.3,7.3,6,17,Simulation
MPC25-001-020,13,6797.483352,18.93036788,90.61111151,18.68754048,12.74145194,10.63192094,0,35,7.3,7.3,6,17,Simulation
MPC25-001-020,14,7720.981277,17.70357182,88.54842566,18.76490971,15.07040836,11.18190074,0,35,7.3,7.3,6,17,Simulation
MPC25-001-021,0,73.9461,1,97.7,15.62,0.7,2.77,0,36.5,7.1,7.1,5,22,Simulation
MPC25-001-021,1,47.39106586,2.347192854,97.76212758,15.39627832,1.137648881,3.178393658,0,36.5,7.1,7.1,5,22,Simulation
MPC25-001-021,2,67.09279923,4.051963366,97.85702627,15.36264901,1.650698116,3.493619934,0,36.5,7.1,7.1,5,22,Simulation
MPC25-001-021,3,153.5446076,6.027470598,97.9427537,15.50213864,2.256038262,3.92331169,0.037411268,36.5,7.1,7.1,5,22,Simulation
MPC25-001-021,4,342.1136737,8.801453275,98.27819557,15.54333119,2.693528639,4.549816848,0,36.5,7.1,7.1,5,22,Simulation
MPC25-001-021,5,668.4014781,11.63127719,98.15231657,15.77873493,3.229431417,5.415558849,0,35,7.1,7.1,5,22,Simulation
MPC25-001-021,6,1197.258949,13.13908379,97.64204411,15.85467727,3.776630919,5.554390601,0.0468399,35,7.1,7.1,5,22,Simulation
MPC25-001-021,7,1729.975767,14.68550013,97.26657144,16.09918642,4.461038199,5.446835693,0,35,7.1,7.1,5,22,Simulation
MPC25-001-021,8,2303.473199,15.24157709,96.18847553,16.83575028,5.564739639,5.414398018,0.04749481,35,7.1,7.1,5,22,Simulation
MPC25-001-021,9,2922.430518,15.78606793,95.2988574,17.36389892,6.661795258,5.800587839,0,35,7.1,7.1,5,22,Simulation
MPC25-001-021,10,3619.77817,15.59037434,93.8008155,17.9300553,7.98761546,6.53664479,0.043439271,35,7.1,7.1,5,22,Simulation
MPC25-001-021,11,4372.150513,15.69419453,92.5380661,18.0272913,9.185607067,7.454765776,0,35,7.1,7.1,5,22,Simulation
MPC25-001-021,12,5180.940365,15.34782631,90.70202697,18.16545364,10.53877696,8.123408242,0.039029597,35,7.1,7.1,5,22,Simulation
MPC25-001-021,13,6009.080025,15.28235981,88.95174994,18.12815549,11.75625252,8.32368247,0,35,7.1,7.1,5,22,Simulation
MPC25-001-021,14,6863.750255,14.63221651,86.46730998,18.44475066,13.03465752,7.879649063,0,35,7.1,7.1,5,22,Simulation
MPC25-001-022,0,75.3507,0.5,97.7,15.63,0.74,2.78,0,36.5,7.3,7.3,4,27,Simulation
MPC25-001-022,1,3.841237885,1.769415312,98.17237435,15.32427687,1.269035066,3.376649688,0,36.5,7.3,7.3,4,27,Simulation
MPC25-001-022,2,-16.35779524,3.5482085,98.70606345,15.19165765,1.849443846,3.775081523,0,36.5,7.3,7.3,4,27,Simulation
MPC25-001-022,3,32.30219178,5.700616242,99.22897684,15.28565754,2.517195164,4.150496938,0.045772459,36.5,7.3,7.3,4,27,Simulation
MPC25-001-022,4,189.6985944,8.8180344,100.032875,15.32858368,2.956498206,4.606037395,0,35,7.3,7.3,4,27,Simulation
MPC25-001-022,5,578.2840403,10.40981913,99.9347965,15.57337497,3.348027632,4.092959663,0,35,7.3,7.3,4,27,Simulation
MPC25-001-022,6,971.9957573,11.32742176,99.53461758,16.27948144,4.065219542,3.620898508,0.057134467,35,7.3,7.3,4,27,Simulation
MPC25-001-022,7,1422.522886,12.43672494,99.31877791,16.8350349,4.590912039,3.518677355,0,35,7.3,7.3,4,27,Simulation
MPC25-001-022,8,1977.440877,12.79290166,98.29715304,17.5026548,5.185799637,3.843219858,0.057683692,35,7.3,7.3,4,27,Simulation
MPC25-001-022,9,2617.308755,13.69860763,97.51715861,17.56713967,5.358599111,4.494777473,0,35,7.3,7.3,4,27,Simulation
MPC25-001-022,10,3346.422499,14.13540775,95.91408928,17.6228517,5.48294586,4.988322646,0.052575037,35,7.3,7.3,4,27,Simulation
MPC25-001-022,11,4108.825615,15.06529479,94.39700309,17.32392794,5.20344831,5.036425856,0,35,7.3,7.3,4,27,Simulation
MPC25-001-022,12,4896.779524,15.27171918,91.90551129,17.38212857,4.873972757,4.350951895,0.047070341,35,7.3,7.3,4,27,Simulation
MPC25-001-022,13,5670.406336,15.44705896,89.21785253,17.42263074,4.08394993,3.048595411,0,35,7.3,7.3,4,27,Simulation
MPC25-001-022,14,6443.942552,14.51781811,85.39024921,17.84644039,2.979653847,1.213628572,0,35,7.3,7.3,4,27,Simulation
MPC25-001-023,0,75.5919,1.5,98.7,15.59,0.69,2.79,0,36.5,7.3,7.3,4,27,Simulation
MPC25-001-023,1,61.0313801,3.052980966,99.00143985,15.34932819,1.035433416,3.237658856,0,36.5,7.3,7.3,4,27,Simulation
MPC25-001-023,2,103.4272067,5.016739029,99.29498575,15.28791209,1.411256994,3.550348167,0,36.5,7.3,7.3,4,27,Simulation
MPC25-001-023,3,220.3523514,7.272064857,99.5242596,15.41154224,1.84177421,3.920121498,0.045772459,36.5,7.3,7.3,4,27,Simulation
MPC25-001-023,4,447.4516771,10.43003802,99.99667931,15.4213442,2.011498161,4.412522408,0,35,7.3,7.3,4,27,Simulation
MPC25-001-023,5,899.0789198,12.00142004,99.53979724,15.58398233,2.115235825,3.912664864,0,35,7.3,7.3,4,27,Simulation
MPC25-001-023,6,1339.480865,12.81344105,98.75871552,16.19568593,2.548216135,3.373995022,0.057134467,35,7.3,7.3,4,27,Simulation
MPC25-001-023,7,1811.84306,13.69178576,98.14396152,16.68128489,2.812567577,3.107523976,0,35,7.3,7.3,4,27,Simulation
MPC25-001-023,8,2358.22296,13.65526262,96.71378624,17.31966582,3.177354248,3.194685285,0.057683692,35,7.3,7.3,4,27,Simulation
MPC25-001-023,9,2956.702667,13.99225157,95.53154522,17.38474113,3.146174969,3.582835648,0,35,7.3,7.3,4,27,Simulation
MPC25-001-023,10,3610.737124,13.69923822,93.55527922,17.44177864,3.077781034,3.826987221,0.052575037,35,7.3,7.3,4,27,Simulation
MPC25-001-023,11,4263.33902,13.77581528,91.71933648,17.11540009,2.599134944,3.650652643,0,35,7.3,7.3,4,27,Simulation
MPC25-001-023,12,4904.430004,13.05069738,88.98578976,17.10319202,2.049631692,2.744405251,0.047070341,35,7.3,7.3,4,27,Simulation
MPC25-001-023,13,5490.647272,12.25466477,86.14877581,17.03679652,1.009161602,1.186707778,0,35,7.3,7.3,4,27,Simulation
MPC25-001-023,14,6032.813609,10.33916434,82.27334014,17.33749534,-0.383317767,-0.9701447,0,35,7.3,7.3,4,27,Simulation
MPC25-001-024,0,75.3507,1.5,98.7,15.25,0.7,2.73,0,36.5,7.3,7.3,6,17,Simulation
MPC25-001-024,1,11.48994443,2.934481069,99.0012816,15.30511344,1.210943136,2.766908994,0,36.5,7.3,7.3,6,17,Simulation
MPC25-001-024,2,16.43707379,4.64577744,99.27537207,15.53158709,1.735010697,2.974342765,0,36.5,7.3,7.3,6,17,Simulation
MPC25-001-024,3,120.6547189,6.667198194,99.50912187,15.77940105,2.234202738,3.565867438,0.028998269,36.5,7.3,7.3,6,17,Simulation
MPC25-001-024,4,354.2335562,9.503793198,99.91445928,15.78039009,2.494896222,4.500950895,0,36.5,7.3,7.3,6,17,Simulation
MPC25-001-024,5,736.2875005,12.60692441,99.93036262,15.80515261,2.757364965,5.628530415,0,36.5,7.3,7.3,6,17,Simulation
MPC25-001-024,6,1244.0737,16.03773724,99.81517294,15.77506896,3.113862063,6.954678799,0.036418113,35,7.3,7.3,6,17,Simulation
MPC25-001-024,7,1957.676567,18.67423214,99.52421593,15.47742014,3.315283522,7.119945916,0,35,7.3,7.3,6,17,Simulation
MPC25-001-024,8,2666.180722,20.25845341,98.506747,15.9809998,4.12577888,6.730404792,0.037089794,35,7.3,7.3,6,17,Simulation
MPC25-001-024,9,3376.326055,21.26114303,97.43725688,16.76443958,5.250389194,6.473643787,0,35,7.3,7.3,6,17,Simulation
MPC25-001-024,10,4136.598754,21.04387306,95.74777787,17.80625146,6.816511889,6.784224952,0.034043806,35,7.3,7.3,6,17,Simulation
MPC25-001-024,11,4952.612666,20.57379313,94.20415359,18.40541254,8.455043112,7.810354459,0,35,7.3,7.3,6,17,Simulation
MPC25-001-024,12,5834.12903,19.52488895,92.28335604,18.74657853,10.33317728,9.156371374,0.030700331,35,7.3,7.3,6,17,Simulation
MPC25-001-024,13,6740.903349,18.69170539,90.57376385,18.64339764,12.23867258,10.32609833,0,35,7.3,7.3,6,17,Simulation
MPC25-001-024,14,7655.865245,17.47298382,88.44245624,18.68107496,14.40003069,10.79825661,0,35,7.3,7.3,6,17,Simulation
MPC25-001-025,0,76.37926,0.5,98.9,15.53,0.73,2.72,0,36.5,6.9,6.9,6,27,Simulation
MPC25-001-025,1,-2.768196176,1.372515885,98.61934508,15.58324214,1.469226892,2.673001947,0,36.5,6.9,6.9,6,27,Simulation
MPC25-001-025,2,-44.56551891,2.389400239,98.40237545,15.85485797,2.333184435,2.82554592,0,36.5,6.9,6.9,6,27,Simulation
MPC25-001-025,3,-11.90274285,3.639510396,98.26188437,16.15433161,3.263659211,3.444824564,0.045772459,36.5,6.9,6.9,6,27,Simulation
MPC25-001-025,4,136.9439383,5.952211168,98.55453682,16.10073483,3.907457205,4.445314085,0,36.5,6.9,6.9,6,27,Simulation
MPC25-001-025,5,433.5130224,8.51037883,98.40961624,16.1354506,4.600109174,5.616665302,0,36.5,6.9,6.9,6,27,Simulation
MPC25-001-025,6,849.9089033,11.49247174,98.24403299,16.11405035,5.413996468,7.019219294,0.057134467,35,6.9,6.9,6,27,Simulation
MPC25-001-025,7,1480.179112,14.12873034,98.15551941,15.72411522,5.934154652,7.221034976,0,35,6.9,6.9,6,27,Simulation
MPC25-001-025,8,2130.039577,15.77075752,97.17835804,16.26089657,7.042306383,6.784403881,0.057683692,35,6.9,6.9,6,27,Simulation
MPC25-001-025,9,2808.061705,17.28313653,96.30882005,17.01148079,8.266213293,6.448778106,0,35,6.9,6.9,6,27,Simulation
MPC25-001-025,10,3582.148625,17.62578761,94.56074704,18.1384555,9.834399461,6.650458027,0.052575037,35,6.9,6.9,6,27,Simulation
MPC25-001-025,11,4458.785559,18.12784161,93.00594094,18.72353197,11.20569399,7.597887901,0,35,6.9,6.9,6,27,Simulation
MPC25-001-025,12,5461.270664,18.09661496,90.7439291,19.10138136,12.63860759,8.86151154,0.047070341,35,6.9,6.9,6,27,Simulation
MPC25-001-025,13,6541.81874,18.62129191,88.6331142,18.90397432,13.78254778,9.943986733,0,35,6.9,6.9,6,27,Simulation
MPC25-001-025,14,7684.709852,18.72508742,85.7029392,18.87802716,14.96921823,10.24789787,0,35,6.9,6.9,6,27,Simulation
MPC25-001-026,0,74.33415,0.5,98.3,15.66,0.59,2.73,0,36.5,6.9,6.9,4,17,Simulation
MPC25-001-026,1,21.03644013,1.482914723,98.03522392,15.52665274,1.192317156,2.918027239,0,36.5,6.9,6.9,4,17,Simulation
MPC25-001-026,2,-2.572853621,2.686846165,97.84191203,15.62274038,1.929789644,3.117358809,0,36.5,6.9,6.9,4,17,Simulation
MPC25-001-026,3,32.88181384,4.104619053,97.70775505,15.84929124,2.782777622,3.590527188,0.028998269,36.5,6.9,6.9,4,17,Simulation
MPC25-001-026,4,164.9151083,6.238737679,97.85506035,15.92706904,3.526784942,4.410195577,0,35,6.9,6.9,4,17,Simulation
MPC25-001-026,5,502.259793,7.056613521,97.44929136,15.95685353,4.244811221,4.366145895,0,35,6.9,6.9,4,17,Simulation
MPC25-001-026,6,818.6307996,7.381747076,96.92620872,16.38989667,5.360378366,4.19049955,0.036418113,35,6.9,6.9,4,17,Simulation
MPC25-001-026,7,1152.104773,7.728225275,96.59168186,16.86564506,6.551631365,4.186014638,0,35,6.9,6.9,4,17,Simulation
MPC25-001-026,8,1546.914823,7.513688889,95.82124996,17.51129494,7.958169491,4.522836319,0.037089794,35,6.9,6.9,4,17,Simulation
MPC25-001-026,9,2008.756814,7.65840695,95.29785309,17.79096141,9.216903761,5.232332774,0,35,6.9,6.9,4,17,Simulation
MPC25-001-026,10,2557.475619,7.630596129,94.34343147,18.01855453,10.51834812,6.013594976,0.034043806,35,6.9,6.9,4,17,Simulation
MPC25-001-026,11,3170.589583,8.171569569,93.53129271,17.94795818,11.59343235,6.608296783,0,35,6.9,6.9,4,17,Simulation
MPC25-001-026,12,3853.608617,8.573310939,92.13456322,18.06925691,12.64421947,6.720064218,0.030700331,35,6.9,6.9,4,17,Simulation
MPC25-001-026,13,4591.239559,9.314542919,90.59151355,18.19721397,13.37758679,6.333925741,0,35,6.9,6.9,4,17,Simulation
MPC25-001-026,14,5406.323098,9.682709307,88.199564,18.64473873,13.85015006,5.471539117,0,35,6.9,6.9,4,17,Simulation
MPC25-001-027,0,75.18855,1.5,98.7,15.53,0.69,2.8,0,36.5,6.9,6.9,4,17,Simulation
MPC25-001-027,1,74.40296577,2.822044208,98.31518623,15.50749778,1.13999471,2.809000327,0,36.5,6.9,6.9,4,17,Simulation
MPC25-001-027,2,115.0123101,4.266306381,97.92651501,15.71416841,1.697596542,2.942109353,0,36.5,6.9,6.9,4,17,Simulation
MPC25-001-027,3,227.9836408,5.861049947,97.54170152,15.98467391,2.325980893,3.475734782,0.028998269,36.5,6.9,6.9,4,17,Simulation
MPC25-001-027,4,446.1306874,8.141840546,97.40040509,16.01636599,2.802952545,4.419398045,0,35,6.9,6.9,4,17,Simulation
MPC25-001-027,5,868.1793255,9.076960848,96.67639671,15.93730503,3.234454991,4.465705442,0,35,6.9,6.9,4,17,Simulation
MPC25-001-027,6,1256.061004,9.451229434,95.80582599,16.25566205,4.077430595,4.272139524,0.036418113,35,6.9,6.9,4,17,Simulation
MPC25-001-027,7,1638.223861,9.717650016,95.09403686,16.6626264,5.039034645,4.126778123,0,35,6.9,6.9,4,17,Simulation
MPC25-001-027,8,2053.672265,9.240327726,93.92325009,17.30417908,6.272235776,4.245051144,0.037089794,35,6.9,6.9,4,17,Simulation
MPC25-001-027,9,2506.930724,8.918848536,92.99463062,17.62393441,7.409447102,4.730682894,0,35,6.9,6.9,4,17,Simulation
MPC25-001-027,10,3018.433876,8.241336669,91.65812138,17.89202261,8.62536198,5.338473504,0.034043806,35,6.9,6.9,4,17,Simulation
MPC25-001-027,11,3565.426493,7.9978976,90.51819398,17.82209225,9.634093763,5.819994592,0,35,6.9,6.9,4,17,Simulation
MPC25-001-027,12,4150.924333,7.535883925,88.87456032,17.8890932,10.62760418,5.842669764,0.030700331,35,6.9,6.9,4,17,Simulation
MPC25-001-027,13,4755.511478,7.376436575,87.18252157,17.92279213,11.31039156,5.334527234,0,35,6.9,6.9,4,17,Simulation
MPC25-001-027,14,5398.313478,6.829724145,84.74668672,18.26895445,11.73894022,4.273356385,0,35,6.9,6.9,4,17,Simulation
MPC25-001-028,0,78.40981,1.5,99.3,15.43,0.74,2.72,0,36.5,7.3,7.3,6,27,Simulation
MPC25-001-028,1,31.05346492,2.905624789,99.57018802,15.40292369,1.225402812,2.891008336,0,36.5,7.3,7.3,6,27,Simulation
MPC25-001-028,2,48.39567011,4.630953502,99.82535456,15.53874437,1.727334798,3.145293524,0,36.5,7.3,7.3,6,27,Simulation
MPC25-001-028,3,156.4920134,6.668069553,100.0388773,15.73900422,2.226437931,3.676841919,0.045772459,36.5,7.3,7.3,6,27,Simulation
MPC25-001-028,4,389.9310802,9.723578762,100.5337883,15.67942365,2.396058524,4.429852017,0,36.5,7.3,7.3,6,27,Simulation
MPC25-001-028,5,777.9460409,12.87876623,100.4241892,15.79518965,2.576266679,5.295214868,0,36.5,7.3,7.3,6,27,Simulation
MPC25-001-028,6,1292.305521,16.25937865,100.1342679,15.88332767,2.827302999,6.438864774,0.057134467,35,7.3,7.3,6,27,Simulation
MPC25-001-028,7,2024.136507,19.08835892,99.78611218,15.55861439,2.720671239,6.477207042,0,35,7.3,7.3,6,27,Simulation
MPC25-001-028,8,2770.212096,20.72777739,98.44504765,16.07064167,3.138380919,5.940901328,0.057683692,35,7.3,7.3,6,27,Simulation
MPC25-001-028,9,3523.725415,22.03817802,97.13612058,16.70950042,3.628521044,5.481850981,0,35,7.3,7.3,6,27,Simulation
MPC25-001-028,10,4333.434822,21.94381893,94.89685666,17.68160695,4.454240355,5.444980261,0.052575037,35,7.3,7.3,6,27,Simulation
MPC25-001-028,11,5187.055344,21.71358925,92.82152943,18.12394009,5.109499068,5.991727765,0,35,7.3,7.3,6,27,Simulation
MPC25-001-028,12,6092.899931,20.59566778,90.03814055,18.40567262,5.874482483,6.708281258,0.047070341,35,7.3,7.3,6,27,Simulation
MPC25-001-028,13,6993.13697,19.65018425,87.44516769,18.15551268,6.399761367,7.157969145,0,35,7.3,7.3,6,27,Simulation
MPC25-001-028,14,7865.729938,17.9180318,84.12412309,18.08485272,7.000092554,6.80927817,0,35,7.3,7.3,6,27,Simulation
MPC25-001-029,0,75.3507,1.5,98.7,15.82,0.74,2.72,0,36.5,6.9,6.9,6,17,Simulation
MPC25-001-029,1,108.3769475,2.847406559,98.2998418,15.62407945,1.087221938,3.053935118,0,36.5,6.9,6.9,6,17,Simulation
MPC25-001-029,2,179.5355418,4.437525555,97.91855313,15.61603357,1.532847449,3.340299478,0,36.5,6.9,6.9,6,17,Simulation
MPC25-001-029,3,308.250094,6.205842037,97.53359454,15.75260518,2.089190938,3.789210702,0.028998269,36.5,6.9,6.9,6,17,Simulation
MPC25-001-029,4,524.4803086,8.582521451,97.36023599,15.79398439,2.556889758,4.481835098,0,36.5,6.9,6.9,6,17,Simulation
MPC25-001-029,5,856.2150276,11.01608402,96.86147424,15.95517325,3.154020471,5.433709686,0,36.5,6.9,6.9,6,17,Simulation
MPC25-001-029,6,1292.808305,13.64497956,96.33501449,16.05930772,3.932007192,6.767395565,0.036418113,35,6.9,6.9,6,17,Simulation
MPC25-001-029,7,1923.754214,15.47188073,95.77612521,15.81255181,4.606191657,7.134070404,0,35,6.9,6.9,6,17,Simulation
MPC25-001-029,8,2542.16008,16.35953572,94.65897157,16.26282904,5.926515869,7.054008334,0.037089794,35,6.9,6.9,6,17,Simulation
MPC25-001-029,9,3155.033023,16.85511529,93.65954795,16.93287529,7.605599854,7.09411195,0,35,6.9,6.9,6,17,Simulation
MPC25-001-029,10,3811.885927,16.34279074,92.19007627,17.87862431,9.786895478,7.606825886,0.034043806,35,6.9,6.9,6,17,Simulation
MPC25-001-029,11,4524.603103,15.77991372,90.98504687,18.46354607,12.10812666,8.740247837,0,35,6.9,6.9,6,17,Simulation
MPC25-001-029,12,5316.313691,14.83371168,89.48947225,18.8902359,14.72277222,10.17365607,0.030700331,35,6.9,6.9,6,17,Simulation
MPC25-001-029,13,6165.57248,14.32174011,88.26508056,18.93972958,17.38546994,11.5132822,0,35,6.9,6.9,6,17,Simulation
MPC25-001-029,14,7075.466778,13.69836877,86.65601906,19.13835931,20.28434498,12.31047847,0,35,6.9,6.9,6,17,Simulation
MPC25-001-030,0,71.48055,0.5,98.2,15.68,0.73,2.73,0,36.5,6.9,6.9,6,27,Simulation
MPC25-001-030,1,21.41304562,1.496884035,97.95035581,15.56167828,1.3469376,2.948065791,0,36.5,6.9,6.9,6,27,Simulation
MPC25-001-030,2,5.282201216,2.734454311,97.77324067,15.65276346,2.088891461,3.195149505,0,36.5,6.9,6.9,6,27,Simulation
MPC25-001-030,3,51.41980438,4.209289009,97.65500676,15.86112942,2.939549521,3.711365011,0.045772459,36.5,6.9,6.9,6,27,Simulation
MPC25-001-030,4,200.6787728,6.660625279,97.93539311,15.84318817,3.562209423,4.497896638,0,36.5,6.9,6.9,6,27,Simulation
MPC25-001-030,5,490.6645592,9.230166972,97.74608292,16.00359101,4.280191968,5.48407874,0,36.5,6.9,6.9,6,27,Simulation
MPC25-001-030,6,901.8009894,12.11887382,97.52428988,16.11646214,5.138205854,6.840415496,0.057134467,35,6.9,6.9,6,27,Simulation
MPC25-001-030,7,1533.374729,14.6217801,97.39540078,15.79371295,5.69858907,7.159452005,0,35,6.9,6.9,6,27,Simulation
