Batch,Day,IGG,VCC,Viability,Diameter,Ammonium,Glutamate,Normalized_Bolus_Feed,Temperature,pH_setpoint
MPC25-001-007,0,73.8954,1.5,97.7,15.66,0.74,2.77,0,36.5,7.3
MPC25-001-007,1,77.282448,3.156301817,98.04750424,15.3220117,1.004647074,3.416302648,0,36.5,7.3
MPC25-001-007,2,139.6037103,5.305836159,98.39445238,15.13644523,1.288894671,3.83757849,0,36.5,7.3
MPC25-001-007,3,271.5414071,7.773092062,98.66678866,15.17952073,1.648695711,4.18569911,0.042434169,36.5,7.3
MPC25-001-007,4,505.5964985,11.05507053,99.13394111,15.20590229,1.810329838,4.576206896,0,35,7.3
MPC25-001-007,5,957.583964,12.69191644,98.68597743,15.43502923,1.945907241,3.987665411,0,35,7.3
MPC25-001-007,6,1399.034343,13.50181194,97.90774774,16.131609,2.439377646,3.436460045,0.053031757,35,7.3
MPC25-001-007,7,1875.708311,14.28417918,97.277767,16.69293524,2.810906155,3.275640404,0,35,7.3
MPC25-001-007,8,2428.671174,14.18445404,95.90975761,17.32988358,3.30221545,3.568902421,0.053633643,35,7.3
MPC25-001-007,9,3034.953161,14.4453217,94.80836458,17.36548669,3.461828836,4.195614128,0,35,7.3
MPC25-001-007,10,3692.426636,14.14635735,93.00955518,17.36487752,3.648083999,4.659029656,0.048951202,35,7.3
MPC25-001-007,11,4343.700446,14.19919599,91.37808264,17.03393789,3.541427658,4.655322281,0,35,7.3
MPC25-001-007,12,4979.054112,13.48373816,88.94068324,17.06134802,3.475581748,3.908705557,0.0438877,35,7.3
MPC25-001-007,13,5562.906519,12.66713509,86.4340544,17.10814783,3.059328331,2.549702277,0,35,7.3
MPC25-001-007,14,6113.965506,10.78954543,82.98868126,17.53915809,2.406917888,0.693036229,0,35,7.3
MPC25-001-008,0,75.18855,0.5,98.9,14.95,0.7,2.8,0,36.5,7.3
MPC25-001-008,1,-97.80193513,1.498433528,99.33252848,15.23054686,1.595005156,2.456247225,0,36.5,7.3
MPC25-001-008,2,-204.7774747,2.669967851,99.77839823,15.73370965,2.539019667,2.501903372,0,36.5,7.3
MPC25-001-008,3,-196.8769095,4.189808118,100.2580415,16.16173664,3.423240231,3.229201152,0.032369717,36.5,7.3
MPC25-001-008,4,-34.48319504,6.76684516,101.0294713,16.15602491,3.970126688,4.497904806,0,36.5,7.3
MPC25-001-008,5,301.2685177,9.87683905,101.4599771,16.05394476,4.443554831,5.964843814,0,36.5,7.3
MPC25-001-008,6,779.3346634,13.59307873,101.8034924,15.86609915,4.962850471,7.487027437,0.040602245,35,7.3
MPC25-001-008,7,1477.92975,16.78355937,101.9940149,15.46694134,5.276937388,7.635774642,0,35,7.3
MPC25-001-008,8,2191.908332,19.01284674,101.3511323,16.0231429,6.18330714,7.075724628,0.041278175,35,7.3
MPC25-001-008,9,2937.501785,20.76684933,100.5859381,16.94902406,7.332261421,6.641380788,0,35,7.3
MPC25-001-008,10,3778.292714,21.31653945,99.03607803,18.18042841,8.836203064,6.888322955,0.037833861,35,7.3
MPC25-001-008,11,4727.316535,21.73433841,97.53142361,18.88756167,10.25944362,8.015387011,0,35,7.3
MPC25-001-008,12,5796.492274,21.65086542,95.47228413,19.24362052,11.77848223,9.562560422,0.034067647,35,7.3
MPC25-001-008,13,6935.543529,21.91437895,93.49348349,19.04293291,13.17053919,10.9204013,0,35,7.3
MPC25-001-008,14,8114.674035,21.78554815,90.87438104,18.96456352,14.72149338,11.44898756,0,35,7.3
MPC25-001-009,0,85.3305,0.5,98.9,14.95,0.72,2.8,0,36.5,6.9
MPC25-001-009,1,-69.94333336,1.244135512,98.64417956,15.422324,1.720018733,2.081597902,0,36.5,6.9
MPC25-001-009,2,-175.4035875,1.896885626,98.41457316,16.15592159,2.845911135,1.985821898,0,36.5,6.9
MPC25-001-009,3,-170.8439418,2.767507247,98.2904573,16.70475607,3.936497441,2.872863131,0.042434169,36.5,6.9
MPC25-001-009,4,-12.42314257,4.861028611,98.65108534,16.5959278,4.623157269,4.467703522,0,35,6.9
MPC25-001-009,5,391.5288447,5.997013356,98.39667897,16.20582242,5.131725213,5.047702383,0,35,6.9
MPC25-001-009,6,775.7910278,6.948765589,98.02337772,16.20786208,5.987640667,5.041685879,0.053031757,35,6.9
MPC25-001-009,7,1164.620956,8.239100523,97.87235986,16.40430748,6.836726009,4.63918522,0,35,6.9
MPC25-001-009,8,1609.47988,8.710475273,96.93746219,17.18432438,7.947012226,4.203676631,0.053633643,35,6.9
MPC25-001-009,9,2127.010745,9.46591178,96.16480116,17.75098464,8.774872143,4.156573112,0,35,6.9
MPC25-001-009,10,2765.340702,9.678369327,94.59393413,18.35220836,9.516949394,4.456884749,0.048951202,35,6.9
MPC25-001-009,11,3505.250153,10.51017246,93.11848854,18.37669568,9.705150367,4.927757629,0,35,6.9
MPC25-001-009,12,4348.833753,11.08593801,90.77073158,18.36944338,9.605515431,5.058123334,0.0438877,35,6.9
MPC25-001-009,13,5246.593966,12.1603274,88.23851067,18.07839332,8.857928585,4.549688456,0,35,6.9
MPC25-001-009,14,6190.617077,12.64612636,84.5519354,18.10915556,7.67126087,3.148469977,0,35,6.9
MPC25-001-010,0,76.37926,1.5,99.2,15.59,0.69,2.84,0,36.5,6.9
MPC25-001-010,1,80.81900826,2.808123908,98.79633067,15.53537782,1.139312209,2.86529851,0,36.5,6.9
MPC25-001-010,2,122.7773132,4.235507472,98.39018221,15.72572305,1.706566394,2.975848117,0,36.5,6.9
MPC25-001-010,3,233.181407,5.79650047,97.98597809,16.00337325,2.356251252,3.462318843,0.042434169,36.5,6.9
MPC25-001-010,4,450.0271047,8.216517675,97.92011738,15.99726533,2.766923999,4.315146297,0,35,6.9
MPC25-001-010,5,879.2388589,9.188530718,97.10973704,15.96568199,3.124856668,4.225154236,0,35,6.9
MPC25-001-010,6,1275.819913,9.552280524,96.12165722,16.33570462,3.869578823,3.936939499,0.053031757,35,6.9
MPC25-001-010,7,1674.560659,10.02302802,95.38877372,16.68630802,4.575110288,3.695984072,0,35,6.9
MPC25-001-010,8,2119.579803,9.638206919,93.97899233,17.32687613,5.496113588,3.662571683,0.053633643,35,6.9
MPC25-001-010,9,2605.410364,9.593772294,92.87163152,17.55121086,6.139291914,3.939375629,0,35,6.9
MPC25-001-010,10,3154.836353,9.023552208,91.1010717,17.7983832,6.782907465,4.241494939,0.048951202,35,6.9
MPC25-001-010,11,3732.843155,8.970847355,89.54037868,17.63168935,7.023749307,4.349820762,0,35,6.9
MPC25-001-010,12,4342.271389,8.456885271,87.2134956,17.6602915,7.14051884,3.913866084,0.0438877,35,6.9
MPC25-001-010,13,4949.065878,8.229084732,84.82794709,17.56396133,6.728646653,2.888797766,0,35,6.9
MPC25-001-010,14,5566.896956,7.311202833,81.4575322,17.80127554,5.920402737,1.219809346,0,35,6.9
MPC25-001-011,0,72.87315,1,98.9,15.14,0.71,2.73,0,36.5,7.1
MPC25-001-011,1,-31.94986752,2.0931123,98.91221982,15.38869021,1.445544482,2.420887292,0,36.5,7.1
MPC25-001-011,2,-77.3634177,3.291554779,98.92478539,15.84524708,2.245853834,2.494140113,0,36.5,7.1
MPC25-001-011,3,-19.5500436,4.757900884,98.96777891,16.22478744,3.016668661,3.225456907,0.037411268,36.5,7.1
MPC25-001-011,4,178.1645645,7.259776407,99.34619849,16.15769534,3.458215898,4.454847096,0,36.5,7.1
MPC25-001-011,5,533.6248059,10.15798962,99.34297119,16.04124637,3.876663656,5.841566698,0,35,7.1
MPC25-001-011,6,1087.906587,12.00379046,98.98146614,15.74698447,4.26722908,6.121871634,0.0468399,35,7.1
MPC25-001-011,7,1627.164163,13.9734765,98.70916265,15.80962562,4.824324162,5.716037437,0,35,7.1
MPC25-001-011,8,2189.733032,14.85428076,97.63392596,16.62863585,5.8427041,5.125242961,0.04749481,35,7.1
MPC25-001-011,9,2795.77191,15.53928885,96.63030625,17.42193681,6.847067254,4.982454438,0,35,7.1
MPC25-001-011,10,3497.386273,15.34174583,94.92051762,18.2597205,7.99027743,5.442836007,0.043439271,35,7.1
MPC25-001-011,11,4282.375828,15.42374298,93.381482,18.47156446,8.843927877,6.378387835,0,35,7.1
MPC25-001-011,12,5148.75277,15.15027852,91.22581579,18.50389849,9.663041127,7.209833218,0.039029597,35,7.1
MPC25-001-011,13,6043.045746,15.28360429,89.10647123,18.19866012,10.17800233,7.48283715,0,35,7.1
MPC25-001-011,14,6950.71476,14.88285484,86.17319479,18.21722391,10.6340269,6.834086599,0,35,7.1
MPC25-001-012,0,75.1713,1.5,98.7,15.59,0.94,2.73,0,36.5,6.9
MPC25-001-012,1,75.97930929,2.782478788,98.32227696,15.62501743,1.438854245,2.785563506,0,36.5,6.9
MPC25-001-012,2,127.4421498,4.224230144,97.94905877,15.83172701,2.018734375,3.031066299,0,36.5,6.9
MPC25-001-012,3,258.2556445,5.876137523,97.58825081,16.05491472,2.647266376,3.680424048,0.042434169,36.5,6.9
MPC25-001-012,4,501.0726221,8.461581385,97.56828075,15.9647937,3.021431598,4.642300207,0,36.5,6.9
MPC25-001-012,5,880.0099629,11.1761503,97.08527151,15.98317367,3.474127865,5.73568317,0,36.5,6.9
MPC25-001-012,6,1365.27363,14.1498415,96.53721569,15.97291133,4.089404982,7.046224329,0.053031757,35,6.9
MPC25-001-012,7,2046.359796,16.5405917,96.01340142,15.62123471,4.486394964,7.188853353,0,35,6.9
MPC25-001-012,8,2723.8238,17.79418778,94.65397025,16.15725721,5.522986386,6.746067959,0.053633643,35,6.9
MPC25-001-012,9,3403.215861,18.72386868,93.41489061,16.89556658,6.763493683,6.433907234,0,35,6.9
MPC25-001-012,10,4145.394072,18.39388113,91.41154973,17.96793502,8.421286479,6.661149958,0.048951202,35,6.9
MPC25-001-012,11,4954.001673,18.08220279,89.66977296,18.51514689,9.993982313,7.600247557,0,35,6.9
MPC25-001-012,12,5848.878868,17.18454301,87.37246775,18.85988867,11.72320967,8.820800411,0.0438877,35,6.9
MPC25-001-012,13,6785.650949,16.75360693,85.33204988,18.67819992,13.27834838,9.837667743,0,35,6.9
MPC25-001-012,14,7753.020863,15.91736936,82.64838093,18.68158846,14.95515539,10.09165608,0,35,6.9
MPC25-001-013,0,73.2393,1.5,98.3,15.12,0.7,2.77,0,36.5,6.9
MPC25-001-013,1,19.88949046,2.745453064,97.94013186,15.40595786,1.313258416,2.34030276,0,36.5,6.9
MPC25-001-013,2,21.17044898,3.971086833,97.55144153,15.92050378,2.017415081,2.354352338,0,36.5,6.9
MPC25-001-013,3,122.1050526,5.363050543,97.18739927,16.33043827,2.709824942,3.120476407,0.032369717,36.5,6.9
MPC25-001-013,4,356.0073729,7.651212041,97.14072727,16.26250461,3.127305026,4.473424902,0,36.5,6.9
MPC25-001-013,5,733.6209376,10.32655549,96.81020147,16.06654672,3.557115163,6.024121787,0,36.5,6.9
MPC25-001-013,6,1216.043996,13.4665826,96.4768105,15.78349635,4.145730074,7.592588325,0.040602245,35,6.9
MPC25-001-013,7,1876.325498,15.93991843,96.0991774,15.31807187,4.664813363,7.74395717,0,35,6.9
MPC25-001-013,8,2508.464039,17.32292844,95.02201444,15.85146153,5.9235752,7.170381305,0.041278175,35,6.9
MPC25-001-013,9,3132.350008,18.13749678,93.98330855,16.79164887,7.571150991,6.752193474,0,35,6.9
MPC25-001-013,10,3818.746255,17.71863973,92.34759634,18.05428711,9.709108909,7.08611644,0.037833861,35,6.9
MPC25-001-013,11,4589.995696,17.22384814,90.9673066,18.78932981,11.88721735,8.390384888,0,35,6.9
MPC25-001-013,12,5468.524365,16.37593235,89.25598933,19.1618399,14.26904579,10.2001745,0.034067647,35,6.9
MPC25-001-013,13,6415.744329,16.10875358,87.84891834,18.97420208,16.62275045,11.8887103,0,35,6.9
MPC25-001-013,14,7415.445823,15.75433249,86.01238422,18.92444928,19.22793015,12.80387339,0,35,6.9
MPC25-001-014,0,72.87315,1.5,98.7,15.49,0.59,2.72,0,36.5,7.3
MPC25-001-014,1,42.56504287,3.004043721,98.98568267,15.32946188,0.962397172,3.0437229,0,36.5,7.3
MPC25-001-014,2,71.25941561,4.876620337,99.25854486,15.34473091,1.358982343,3.317088058,0,36.5,7.3
MPC25-001-014,3,179.8279491,7.041160119,99.47508378,15.49831939,1.786875241,3.737306864,0.042434169,36.5,7.3
MPC25-001-014,4,402.4379859,10.09852939,99.92660486,15.49417502,1.949862704,4.335342607,0,36.5,7.3
MPC25-001-014,5,771.7748995,13.18254115,99.79827946,15.69488019,2.154328005,5.106221423,0,36.5,7.3
MPC25-001-014,6,1267.069384,16.4348133,99.50074205,15.85440246,2.443928703,6.26071004,0.053031757,35,7.3
MPC25-001-014,7,1980.489382,19.0665057,99.14616222,15.56689995,2.410019365,6.423862345,0,35,7.3
MPC25-001-014,8,2705.649209,20.56549651,97.89280765,16.03321649,2.913445359,6.08028936,0.053633643,35,7.3
MPC25-001-014,9,3433.230701,21.73470282,96.70225849,16.611997,3.552908034,5.805879735,0,35,7.3
MPC25-001-014,10,4206.476562,21.56816386,94.68621264,17.51832128,4.592405916,5.908385728,0.048951202,35,7.3
MPC25-001-014,11,5014.18699,21.24128154,92.86882712,17.96494311,5.575375467,6.548851461,0,35,7.3
MPC25-001-014,12,5867.0682,20.05917939,90.44567928,18.29702881,6.769523926,7.370768556,0.0438877,35,7.3
MPC25-001-014,13,6716.56293,19.03193805,88.26255776,18.15740004,7.848906417,7.998183376,0,35,7.3
MPC25-001-014,14,7548.7774,17.30281697,85.47083078,18.19396895,9.103142567,7.953895134,0,35,7.3
MPC25-001-015,0,75.38505,0.5,98.8,15.29,0.73,2.73,0,36.5,7.3
MPC25-001-015,1,-55.33415803,1.552562742,99.22064897,15.34131516,1.486763823,2.784826407,0,36.5,7.3
MPC25-001-015,2,-125.5536774,2.922714397,99.68028847,15.5767859,2.286768137,3.000346904,0,36.5,7.3
MPC25-001-015,3,-100.2862541,4.664121052,100.161278,15.84889807,3.081917714,3.600273016,0.032369717,36.5,7.3
MPC25-001-015,4,57.42722553,7.355012332,100.8929119,15.86960059,3.620535676,4.546916002,0,35,7.3
MPC25-001-015,5,451.4254066,8.863976873,100.9453317,15.82715346,4.024067445,4.524287614,0,35,7.3
MPC25-001-015,6,846.2794446,9.948996762,100.7500121,16.21725313,4.735553504,4.236504432,0.040602245,35,7.3
MPC25-001-015,7,1276.62228,11.0916,100.6130793,16.6883118,5.414545574,3.998813902,0,35,7.3
MPC25-001-015,8,1785.661549,11.54279155,99.81342379,17.40040444,6.226006098,4.038691515,0.041278175,35,7.3
MPC25-001-015,9,2374.732587,12.24645614,99.10386036,17.7353243,6.764004029,4.457472841,0,35,7.3
MPC25-001-015,10,3059.572473,12.55929456,97.73937452,17.99714701,7.23450982,4.970702135,0.037833861,35,7.3
MPC25-001-015,11,3804.674746,13.27469439,96.38038121,17.87003426,7.338496573,5.296171738,0,35,7.3
MPC25-001-015,12,4600.237475,13.5769575,94.24897459,17.8816984,7.314100315,5.063171336,0.034067647,35,7.3
MPC25-001-015,13,5408.700176,13.95486296,91.86532088,17.84023397,6.863442204,4.193231763,0,35,7.3
MPC25-001-015,14,6232.724241,13.5591645,88.48725408,18.12521858,6.084044083,2.662362012,0,35,7.3
MPC25-001-016,0,75.38505,0.5,98.7,15.4,0.7,2.73,0,36.5,7.3
MPC25-001-016,1,-39.27942879,1.591704242,99.12037903,15.35066908,1.393574726,2.927827127,0,36.5,7.3
MPC25-001-016,2,-97.29040501,3.048843488,99.58694028,15.48458028,2.134312161,3.184024183,0,36.5,7.3
MPC25-001-016,3,-68.38148603,4.873073566,100.0673244,15.7090566,2.896392053,3.711134905,0.042434169,36.5,7.3
MPC25-001-016,4,87.18669826,7.740146298,100.8545355,15.70791755,3.364199339,4.491262344,0,35,7.3
MPC25-001-016,5,481.0346525,9.288281523,100.8265738,15.75461909,3.715966401,4.272005238,0,35,7.3
MPC25-001-016,6,876.4079824,10.3227559,100.5219171,16.24749047,4.369773789,3.879541656,0.053031757,35,7.3
MPC25-001-016,7,1315.453994,11.55005259,100.3557865,16.71329994,4.874630544,3.616273327,0,35,7.3
MPC25-001-016,8,1845.261064,12.00938054,99.38397639,17.41672465,5.469659284,3.644434412,0.053633643,35,7.3
MPC25-001-016,9,2457.167981,12.8845027,98.57342435,17.63752935,5.664373234,4.016922608,0,35,7.3
MPC25-001-016,10,3165.226728,13.26450023,96.94341584,17.8350096,5.758593185,4.378340373,0.048951202,35,7.3
MPC25-001-016,11,3922.512557,14.11327158,95.35183859,17.61135236,5.382015069,4.456767619,0,35,7.3
MPC25-001-016,12,4719.3922,14.35289785,92.81364747,17.60938629,4.847095331,3.890419824,0.0438877,35,7.3
MPC25-001-016,13,5510.267697,14.63519003,90.04004718,17.51927753,3.775912386,2.662619214,0,35,7.3
MPC25-001-016,14,6298.04694,13.91147011,86.12451754,17.78373136,2.318244518,0.762513473,0,35,7.3
MPC25-001-017,0,75.5919,0.5,98.7,15.4,0.73,2.94,0,36.5,6.9
MPC25-001-017,1,-5.970138287,1.481908447,98.46540136,15.43625772,1.473854661,2.802596668,0,36.5,6.9
MPC25-001-017,2,-54.56886668,2.560442648,98.27619072,15.76043326,2.37170824,2.835985193,0,36.5,6.9
MPC25-001-017,3,-27.82706424,3.818583172,98.1489975,16.14593961,3.351116324,3.386567676,0.042434169,36.5,6.9
MPC25-001-017,4,120.1384568,6.064310706,98.42796746,16.17759589,4.064367439,4.424109587,0,35,6.9
MPC25-001-017,5,498.5508122,7.05183179,98.0249097,16.11567529,4.690191458,4.563976418,0,35,6.9
