,Batch,Day,IGG,VCC,VIABILITY,GLUTAMATE,AMMONIUM,NORMALIZED_BOLUS_FEED,TEMPERATURE_SETPOINT,PH_SETPOINT
0,57309120M00D00,0,22.399999999999995,0.59,98.3,2.79,0.48000000000000004,0.0,36.5,7.099999905
1,57309120M00D00,1,21.42879326207584,0.9270701366384535,97.60750503259943,3.1864213308118052,1.7387340969782512,0.0,36.6,7.105
2,57309120M00D00,2,11.582415542111786,2.04349876475798,97.48996640236477,3.2799889869760284,2.4204132406054075,1.37092e-05,37.20000076,6.949999809
3,57309120M00D00,3,44.20741966483045,3.2874379234460975,97.17615460530273,3.3071406975708846,3.113450863987437,0.028937458,37.46225739,7.002543449
4,57309120M00D00,4,67.46287323758953,5.857446584025706,97.78998938475608,3.722757854901538,3.8101609317647975,0.028967028,37.5,6.949999809
5,57309120M00D00,5,205.814047107391,8.432508956258879,98.11929577132916,4.227094448458318,4.358043195167969,0.021214615,36.94977951,6.996638298
6,57309120M00D00,6,483.69601107588403,10.484225485198985,97.9112309354676,4.885886194748603,4.603881316117592,0.003912779,37.20030594,6.952639103000001
7,57309120M00D00,7,854.4627479204021,11.44188848668231,96.61858210298205,5.266180229296898,4.810028582632846,0.011280212,36.57346725,6.992065907
8,57309120M00D00,8,1251.160802500718,11.96936086332694,95.08273243094406,5.799801390882455,5.2984158614094925,0.028849076,36.31659698,6.949999809
9,57309120M00D00,9,1613.1434274432672,12.59717713150171,93.66681709066494,6.278732641876446,6.315546706568162,2.47531e-05,36.51498795,7.001262665
10,57309120M00D00,10,2026.4007235516742,12.216480711634274,91.42071729562109,6.4481413633862985,6.609446273670068,2.45686e-05,36.72688293,6.98715353
11,57309120M00D00,11,2392.4877338057427,11.351608259945758,88.86194100039248,6.503095838728706,7.109246171754182,0.0288437,36.01781082,6.993771075999999
12,57309120M00D00,12,2667.9168409441745,11.059285545650594,87.03392517947523,6.7977075727434055,8.151608179376016,1.11456e-05,36.36621857,6.994817734
13,57309120M00D00,13,2953.6766664098204,9.968770572946111,84.57658272393286,6.654067689062177,8.47246711976181,1.11069e-05,35.93106079,7.012525559
14,57309120M00D00,14,3196.8865948240823,8.533747769165748,82.08990388750074,6.580735255147411,8.823194976543594,1.11057e-05,36.3793602,7.038037777
